,title,genres
2933,abbronzatissimi,Comedy
2934,due mafiosi contro goldginger,Comedy
2935,noi uomini duri,Comedy
2936,noi uomini duri,Comedy
2937,il burbero,Comedy
2938,le vie del signore sono finite,"Comedy,Drama"
2939,al momento giusto,Comedy
2940,acqua e sapone,Comedy
2941,ravanello pallido,Comedy
2942,mani di velluto,"Comedy,Romance"
2943,il ritorno del monnezza,Comedy
2944,ma che colpa abbiamo noi,Comedy
2945,ma che colpa abbiamo noi,Comedy
2946,la collina degli stivali,"Comedy,Western"
2947,la collina degli stivali,"Comedy,Western"
2948,spaghetti a mezzanotte,Comedy
2949,letto a tre piazze,Comedy
2950,banzai,Comedy
2951,borotalco,Comedy
2952,arrangiatevi,Comedy
2953,piccolo grande amore,"Romance,Drama"
2954,faccia di picasso,Comedy
2955,pierino la peste alla riscossa,Comedy
2956,l'allenatore nel pallone,Comedy
2957,l'allenatore nel pallone,Comedy
2958,don camillo e i giovani d'oggi,Comedy
2959,viola bacia tutti,"Comedy,Adventure"
2960,vacanze in america,Comedy
2961,vacanze in america,Comedy
2962,cornetti alla crema,Comedy
2963,scuola di ladri,Comedy
2964,scuola di ladri,Comedy
2965,scuola di ladri,Comedy
2966,scuola di ladri,Comedy
2967,febbre da cavallo,Comedy
2968,febbre da cavallo,Comedy
2969,romanzo criminale,"Crime,Drama"
2970,grandi magazzini,Comedy
2971,bingo bongo,Comedy
2972,in questo mondo di ladri,Comedy
2973,in questo mondo di ladri,Comedy
2974,in questo mondo di ladri,Comedy
2975,a ruota libera,Comedy
2976,i due marescialli,"Comedy,Drama"
2977,i laureati,"Comedy,Romance,Drama"
2978,le nuove comiche,Comedy
2979,il presidente del borgorosso football club,Comedy
2980,noi uomini duri,Comedy
2981,il burbero,Comedy
2982,il pesce innamorato,Comedy
2983,il pesce innamorato,Comedy
2984,acqua e sapone,Comedy
2985,il prefetto di ferro,"Thriller,Crime,Drama"
2986,mani di velluto,"Comedy,Romance"
2987,ma che colpa abbiamo noi,Comedy
2988,spaghetti a mezzanotte,Comedy
2989,spaghetti a mezzanotte,Comedy
2990,letto a tre piazze,Comedy
2991,un sacco bello,Comedy
2992,un sacco bello,Comedy
2993,borotalco,Comedy
2994,arrangiatevi,Comedy
2995,la tigre e la neve,"Comedy,Romance,Drama"
2996,piccolo grande amore,"Romance,Drama"
2997,corleone,"Thriller,Crime"
2998,il camorrista,"Crime,Drama"
2999,faccia di picasso,Comedy
3000,l'allenatore nel pallone,Comedy
3001,l'allenatore nel pallone,Comedy
3002,l'esorciccio,"Comedy,Horror"
3003,la soldatessa alla visita militare,Comedy
3004,don camillo e i giovani d'oggi,Comedy
3005,romanzo criminale,"Crime,Drama"
3006,lettomania,Comedy
3007,lettomania,Comedy
3008,cari fottutissimi amici,Comedy
3009,a ruota libera,Comedy
3010,sotto il vestito niente,Thriller
3011,40 gradi all'ombra del lenzuolo,Comedy
3012,my name is tanino,"Comedy,Romance"
3013,il mammasantissima,"Crime,Drama"
3014,bambola,Drama
3015,franco e ciccio superstars,Comedy
3016,quando le donne avevano la coda,"Comedy,Sci-Fi,Fantasy"
3017,scherzi da prete,Comedy
3018,costantino il grande,"Adventure,Drama"
3019,ciao marziano,"Comedy,Sci-Fi"
3020,caramelle da uno sconosciuto,"Drama,Horror"
3021,la svergognata,"Comedy,Romance"
3022,magnificat,Drama
3023,la casa del piacere,Drama
3024,the jackal,"Action,Crime,Drama"
3025,hulk,"Action,Sci-Fi"
3026,jack reacher,"Action,Thriller"
3027,dune,"Action,Adventure,Sci-Fi"
3028,the survivalist,"Action,Sci-Fi,Drama"
3029,the legend of zorro,"Action,Adventure,Romance"
3030,skyline,Drama
3031,spy game,"Action,Thriller,Crime"
3032,faster,Documentary
3033,spider,"Thriller,Drama"
3034,u.s. marshals,"Action,Thriller,Crime"
3035,minority report,"Action,Crime"
3036,hanna,"Action,Adventure,Drama"
3037,shazam!,"Action,Adventure,Comedy"
3038,paycheck,"Action,Sci-Fi"
3039,total recall,"Action,Sci-Fi,Thriller"
3040,outlander,"Action,Adventure,Sci-Fi"
3041,babylon a.d.,"Action,Adventure,Sci-Fi"
3042,collateral,"Thriller,Crime,Drama"
3043,dante's peak,"Action,Adventure,Thriller"
3044,eliminators,"Action,Adventure,Fantasy"
3045,shoot 'em up,"Action,Thriller"
3046,undisputed,"Action,Crime,Drama"
3047,timecop,"Action,Sci-Fi,Crime"
3048,the jackal,"Action,Crime,Drama"
3049,lucy,"Romance,Drama"
3050,hulk,"Action,Sci-Fi"
3051,jack reacher,"Action,Thriller"
3052,johnny mnemonic,"Action,Sci-Fi,Drama"
3053,the survivalist,"Action,Sci-Fi,Drama"
3054,xxx,"Action,Adventure,Thriller"
3055,the legend of zorro,"Action,Adventure,Romance"
3056,excalibur,"Adventure,Drama,Fantasy"
3057,watchmen,"Action,Drama"
3058,fast & furious,"Action,Thriller"
3059,tango & cash,"Action,Comedy,Crime"
3060,maverick,"Action,Adventure,Comedy"
3061,waterworld,"Action,Adventure,Sci-Fi"
3062,black hawk down,Drama
3063,babylon a.d.,"Action,Adventure,Sci-Fi"
3064,source code,"Action,Drama"
3065,shoot 'em up,"Action,Thriller"
3066,spy,"Action,Crime,Drama"
3067,the town,"Thriller,Crime,Drama"
3068,training day,"Thriller,Crime,Drama"
3069,next,"Action,Sci-Fi,Thriller"
3070,the chronicles of riddick,"Action,Adventure,Sci-Fi"
3071,charlie's angels,"Action,Adventure,Comedy"
3072,timeline,"Action,Adventure,Sci-Fi"
3073,black water,"Action,Adventure,Drama"
3074,death race,"Action,Sci-Fi,Thriller"
3075,2 fast 2 furious,"Action,Thriller,Crime"
3076,spider,"Thriller,Drama"
3077,dracula untold,"Action,Drama,Fantasy"
3078,hanna,"Action,Adventure,Drama"
3079,state of play,"Crime,Drama"
3080,dragonheart,"Action,Adventure,Fantasy"
3081,van helsing,"Action,Adventure,Fantasy"
3082,terminator salvation,"Action,Sci-Fi"
3083,abduction,"Thriller,Crime,Drama"
3084,troy,Drama
3085,sicario,Drama
3086,lara croft: tomb raider,"Action,Adventure,Fantasy"
3087,gamer,"Comedy,Sci-Fi"
3088,next,"Action,Sci-Fi,Thriller"
3089,the chronicles of riddick,"Action,Adventure,Sci-Fi"
3090,green zone,"Action,Thriller,Drama"
3091,kick,Drama
3092,watchmen,"Action,Drama"
3093,hanna,"Action,Adventure,Drama"
3094,dragonheart,"Action,Adventure,Fantasy"
3095,dragon,Fantasy
3096,1408,"Fantasy,Horror"
3097,1408,"Fantasy,Horror"
3098,frantic,"Crime,Drama"
3099,blow,"Crime,Drama"
3100,blow,"Crime,Drama"
3101,gremlins,"Comedy,Fantasy,Horror"
3102,the captive,"Romance,Drama"
3103,contagion,"Sci-Fi,Drama"
3104,mine,Drama
3105,breaking surface,"Action,Thriller,Drama"
3106,airport '77,"Action,Thriller,Drama"
3107,it,"Comedy,Romance"
3108,dellamorte dellamore,"Comedy,Horror"
3109,airport,"Action,Thriller,Drama"
3110,wolfman,Horror
3111,donnie darko,"Sci-Fi,Drama"
3112,devil's knot,"Crime,Drama"
3113,breach,"Crime,Drama"
3114,the unsaid,"Crime,Drama"
3115,contagion,"Sci-Fi,Drama"
3116,breaking surface,"Action,Thriller,Drama"
3117,the jacket,"Drama,Fantasy"
3118,the jacket,"Drama,Fantasy"
3119,profumo,"Thriller,Drama"
3120,black butterfly,"Action,Thriller"
3121,dellamorte dellamore,"Comedy,Horror"
3122,wolfman,Horror
3123,frantic,"Crime,Drama"
3124,devil's knot,"Crime,Drama"
3125,gremlins,"Comedy,Fantasy,Horror"
3126,the mothman prophecies,"Drama,Horror"
3127,the unsaid,"Crime,Drama"
3128,ca$h,"Comedy,Thriller,Crime"
3129,gone baby gone,"Crime,Drama"
3130,night hunter,"Action,Drama,Horror"
3131,breaking surface,"Action,Thriller,Drama"
3132,cadaveri eccellenti,"Thriller,Crime"
3133,it,"Comedy,Romance"
3134,cop land,"Thriller,Crime,Drama"
3135,blow,"Crime,Drama"
3136,devil's knot,"Crime,Drama"
3137,breach,"Crime,Drama"
3138,gone baby gone,"Crime,Drama"
3139,mine,Drama
3140,breaking surface,"Action,Thriller,Drama"
3141,cadaveri eccellenti,"Thriller,Crime"
3142,the jacket,"Drama,Fantasy"
3143,profumo,"Thriller,Drama"
3144,airport '77,"Action,Thriller,Drama"
3145,black butterfly,"Action,Thriller"
3146,dellamorte dellamore,"Comedy,Horror"
3147,1408,"Fantasy,Horror"
3148,frantic,"Crime,Drama"
3149,blow,"Crime,Drama"
3150,devil's knot,"Crime,Drama"
3151,diabolik,"Action,Comedy,Crime"
3152,breach,"Crime,Drama"
3153,breach,"Crime,Drama"
3154,the unsaid,"Crime,Drama"
3155,ca$h,"Comedy,Thriller,Crime"
3156,half light,"Drama,Horror"
3157,the interpreter,"Thriller,Crime"
3158,the captive,"Romance,Drama"
3159,breaking surface,"Action,Thriller,Drama"
3160,the jacket,"Drama,Fantasy"
3161,black butterfly,"Action,Thriller"
3162,the vigil,Drama
3163,1408,"Fantasy,Horror"
3164,donnie darko,"Sci-Fi,Drama"
3165,frantic,"Crime,Drama"
3166,devil's knot,"Crime,Drama"
3167,the unsaid,"Crime,Drama"
3168,ca$h,"Comedy,Thriller,Crime"
3169,the captive,"Romance,Drama"
3170,contagion,"Sci-Fi,Drama"
3171,night hunter,"Action,Drama,Horror"
3172,breaking surface,"Action,Thriller,Drama"
3173,cadaveri eccellenti,"Thriller,Crime"
3174,profumo,"Thriller,Drama"
3175,the vigil,Drama
3176,cop land,"Thriller,Crime,Drama"
3177,cop land,"Thriller,Crime,Drama"
3178,1408,"Fantasy,Horror"
3179,donnie darko,"Sci-Fi,Drama"
3180,blow,"Crime,Drama"
3181,gremlins,"Comedy,Fantasy,Horror"
3182,the mothman prophecies,"Drama,Horror"
3183,gone baby gone,"Crime,Drama"
3184,the captive,"Romance,Drama"
3185,the captive,"Romance,Drama"
3186,contagion,"Sci-Fi,Drama"
3187,mine,Drama
3188,night hunter,"Action,Drama,Horror"
3189,the jacket,"Drama,Fantasy"
3190,profumo,"Thriller,Drama"
3191,cop land,"Thriller,Crime,Drama"
3192,donnie darko,"Sci-Fi,Drama"
3193,frantic,"Crime,Drama"
3194,blow,"Crime,Drama"
3195,breach,"Crime,Drama"
3196,gremlins,"Comedy,Fantasy,Horror"
3197,the mothman prophecies,"Drama,Horror"
3198,the unsaid,"Crime,Drama"
3199,half light,"Drama,Horror"
3200,the interpreter,"Thriller,Crime"
3201,contagion,"Sci-Fi,Drama"
3202,breaking surface,"Action,Thriller,Drama"
3203,the jacket,"Drama,Fantasy"
3204,profumo,"Thriller,Drama"
3205,airport '77,"Action,Thriller,Drama"
3206,black butterfly,"Action,Thriller"
3207,the vigil,Drama
3208,airport,"Action,Thriller,Drama"
3209,nati stanchi,Comedy
3210,tutti gli uomini del deficiente,Comedy
3211,happy family,Documentary
3212,notte prima degli esami,Comedy
3213,notte prima degli esami,Comedy
3214,the blues brothers,"Action,Adventure,Comedy"
3215,ma che colpa abbiamo noi,Comedy
3216,il ras del quartiere,Comedy
3217,beverly hills cop iii,"Action,Comedy,Crime"
3218,beverly hills cop iii,"Action,Comedy,Crime"
3219,il 7 e l'8,Comedy
3220,il 7 e l'8,Comedy
3221,beverly hills cop ii,"Action,Comedy,Crime"
3222,notte prima degli esami,Comedy
3223,io no spik inglish,Comedy
3224,beverly hills cop,"Action,Comedy,Crime"
3225,"casa mia, casa mia...",Comedy
3226,beverly hills cop ii,"Action,Comedy,Crime"
3227,welcome to collinwood,"Comedy,Crime"
3228,welcome to collinwood,"Comedy,Crime"
3229,happy family,Documentary
3230,per amare ofelia,Comedy
3231,per amare ofelia,Comedy
3232,gli zitelloni,Comedy
3233,thank you for smoking,"Comedy,Drama"
3234,hot fuzz,"Action,Comedy"
3235,un povero ricco,"Comedy,Romance"
3236,questo e quello,Comedy
3237,47 morto che parla,Comedy
3238,"casa mia, casa mia...",Comedy
3239,nero bifamiliare,Comedy
3240,tutti gli uomini del deficiente,Comedy
3241,happy family,Documentary
3242,the blues brothers,"Action,Adventure,Comedy"
3243,fracchia contro dracula,"Comedy,Horror"
3244,american pie 2,Comedy
3245,ma che colpa abbiamo noi,Comedy
3246,il ras del quartiere,Comedy
3247,the grey,Drama
3248,provocazione,Drama
3249,the unsaid,"Crime,Drama"
3250,mona lisa smile,Drama
3251,"mia moglie, un corpo per l'amore",Drama
3252,"mia moglie, un corpo per l'amore",Drama
3253,ossessione fatale,Thriller
3254,kreola,Drama
3255,kreola,Drama
3256,non commettere atti impuri,"Comedy,Drama"
3257,non commettere atti impuri,"Comedy,Drama"
3258,metamorphoses,Fantasy
3259,love you!,"Romance,Drama"
3260,turistas,"Thriller,Horror"
3261,nude per l'assassino,Thriller
3262,nude per l'assassino,Thriller
3263,provocazione,Drama
3264,ossessione fatale,Thriller
3265,metamorphoses,Fantasy
3266,love you!,"Romance,Drama"
3267,le sette vipere (il marito latino),Drama
3268,chinese box,"Romance,Drama"
3269,il successo,Comedy
3270,adua e le compagne,"Comedy,Drama"
3271,prestami tua moglie,Comedy
3272,il tuo dolce corpo da uccidere,Thriller
3273,"con quale amore, con quanto amore","Romance,Drama"
3274,killer per caso,Comedy
3275,dieci italiani per un tedesco (via rasella),Drama
3276,il consigliori,"Crime,Drama"
3277,i giardini dell'eden,"Adventure,Drama"
3278,psycosissimo,Comedy
3279,cari fottutissimi amici,Comedy
3280,ku fu? dalla sicilia con furore,"Action,Comedy"
3281,sono un fenomeno paranormale,Comedy
3282,svitati,"Comedy,Romance"
3283,sedotti e bidonati,Comedy
3284,l'esorciccio,"Comedy,Horror"
3285,incompreso (vita col figlio),Drama
3286,selvaggi,"Comedy,Adventure"
3287,i pompieri,Comedy
3288,un piede in paradiso,"Comedy,Fantasy"
3289,un piede in paradiso,"Comedy,Fantasy"
3290,joe kidd,Western
3291,il mio west,"Comedy,Western,Drama"
3292,l'allenatore nel pallone,Comedy
3293,bounce,"Romance,Drama"
3294,miami supercops,"Action,Comedy,Crime"
3295,pari e dispari,"Action,Comedy,Crime"
3296,nati con la camicia,"Action,Adventure,Comedy"
3297,frantic,"Crime,Drama"
3298,frantic,"Crime,Drama"
3299,blow,"Crime,Drama"
3300,blow,"Crime,Drama"
3301,john q,"Thriller,Crime,Drama"
3302,green zone,"Action,Thriller,Drama"
3303,american history x,Drama
3304,jurassic park,"Action,Adventure,Sci-Fi"
3305,little children,"Romance,Drama"
3306,darkman,"Action,Sci-Fi,Thriller"
3307,passenger 57,"Action,Thriller,Crime"
3308,passenger 57,"Action,Thriller,Crime"
3309,cliffhanger,"Action,Adventure,Thriller"
3310,42,Drama
3311,frantic,"Crime,Drama"
3312,tango & cash,"Action,Comedy,Crime"
3313,maverick,"Action,Adventure,Comedy"
3314,chinese box,"Romance,Drama"
3315,sweet charity,"Comedy,Drama"
3316,darkman,"Action,Sci-Fi,Thriller"
3317,passenger 57,"Action,Thriller,Crime"
3318,borsalino and co.,"Action,Crime,Drama"
3319,chisum,Western
3320,the martins,Comedy
3321,42,Drama
3322,frantic,"Crime,Drama"
3323,blow,"Crime,Drama"
3324,gli eroi del west,"Comedy,Western"
3325,il gladiatore di roma,"Action,Adventure,Comedy"
3326,john q,"Thriller,Crime,Drama"
3327,green zone,"Action,Thriller,Drama"
3328,la famiglia passaguai fa fortuna,Comedy
3329,jurassic park,"Action,Adventure,Sci-Fi"
3330,the blues brothers,"Action,Adventure,Comedy"
3331,la canzone del destino,"Comedy,Drama"
3332,maciste contro i mongoli,"Adventure,Drama"
3333,canzone proibita,"Romance,Drama"
3334,la famiglia passaguai,Comedy
3335,cliffhanger,"Action,Adventure,Thriller"
3336,chisum,Western
3337,maciste alla corte dello zar,Adventure
3338,eutanasia di un amore,"Romance,Drama"
3339,l'incendio di roma,Drama
3340,cin cin,"Comedy,Romance"
3341,avventura nell'arcipelago,Adventure
3342,chinese box,"Romance,Drama"
3343,chi dice donna dice donna,Comedy
3344,the martins,Comedy
3345,il conte di sant'elmo,Drama
3346,"scusi, lei conosce il sesso?",Documentary
3347,north country,Drama
3348,michael clayton,"Crime,Drama"
3349,training day,"Thriller,Crime,Drama"
3350,adulterio all'italiana,Comedy
3351,spy game,"Action,Thriller,Crime"
3352,charlotte gray,"Romance,Thriller,Drama"
3353,wyatt earp,"Adventure,Crime"
3354,a history of violence,"Thriller,Drama"
3355,"con quale amore, con quanto amore","Romance,Drama"
3356,henry & june,Drama
3357,assassins,"Action,Thriller,Crime"
3358,nikita,"Action,Thriller"
3359,mystic river,"Crime,Drama"
3360,bruciati da cocente passione,Comedy
3361,nato per combattere,Action
3362,scarface,"Crime,Drama"
3363,la rivolta dei pretoriani,"Action,Adventure,Drama"
3364,come una rosa al naso,"Comedy,Crime"
3365,4 marmittoni alle grandi manovre,Comedy
3366,la venere di cheronea,Drama
3367,eroi all'inferno,Drama
3368,la sceriffa,"Comedy,Western"
3369,north country,Drama
3370,michael clayton,"Crime,Drama"
3371,training day,"Thriller,Crime,Drama"
3372,spy game,"Action,Thriller,Crime"
3373,spy game,"Action,Thriller,Crime"
3374,duplicity,Crime
3375,eyes wide shut,"Thriller,Drama"
3376,eyes wide shut,"Thriller,Drama"
3377,charlotte gray,"Romance,Thriller,Drama"
3378,wyatt earp,"Adventure,Crime"
3379,a history of violence,"Thriller,Drama"
3380,a history of violence,"Thriller,Drama"
3381,henry & june,Drama
3382,assassins,"Action,Thriller,Crime"
3383,nikita,"Action,Thriller"
3384,nikita,"Action,Thriller"
3385,mystic river,"Crime,Drama"
3386,mystic river,"Crime,Drama"
3387,scarface,"Crime,Drama"
3388,zodiac,"Crime,Drama"
3389,the big white,"Comedy,Crime,Drama"
3390,john q,"Thriller,Crime,Drama"
3391,duplicity,Crime
3392,the truth about charlie,Thriller
3393,the babe,Drama
3394,free fall,"Action,Drama"
3395,the debt collector,"Action,Thriller,Crime"
3396,a history of violence,"Thriller,Drama"
3397,eliminators,"Action,Adventure,Fantasy"
3398,jarhead,"Action,Drama"
3399,jarhead,"Action,Drama"
3400,the guys,Drama
3401,videodrome,"Thriller,Sci-Fi,Horror"
3402,the martins,Comedy
3403,nel nome del padre,Drama
3404,the guys,Drama
3405,una vita violenta,Drama
3406,la prima volta,"Romance,Drama"
3407,michael clayton,"Crime,Drama"
3408,the big white,"Comedy,Crime,Drama"
3409,dune,"Action,Adventure,Sci-Fi"
3410,gangster story,"Thriller,Crime,Drama"
3411,entourage,Drama
3412,wimbledon,"Comedy,Romance"
3413,speed racer,"Action,Adventure,Comedy"
3414,public enemy,Documentary
3415,flashdance,"Romance,Drama"
3416,kangaroo jack,"Action,Adventure,Comedy"
3417,dune,"Action,Adventure,Sci-Fi"
3418,poseidon,"Action,Adventure,Thriller"
3419,poseidon,"Action,Adventure,Thriller"
3420,the terminal,"Comedy,Romance,Drama"
3421,air america,"Action,Comedy"
3422,apollo 13,"Adventure,Drama"
3423,dune,"Action,Adventure,Sci-Fi"
3424,gangster story,"Thriller,Crime,Drama"
3425,entourage,Drama
3426,la rossa,Drama
3427,public enemy,Documentary
3428,il bacio,Drama
3429,footloose,"Romance,Drama"
3430,i due kennedy,Documentary
3431,spy game,"Action,Thriller,Crime"
3432,il testimone,"Crime,Drama"
3433,king of new york,"Thriller,Crime"
3434,ercole contro moloch,"Adventure,Fantasy"
3435,l'inafferrabile 12,Comedy
3436,salvo d'acquisto,Drama
3437,perseo l'invincibile,"Adventure,Fantasy"
3438,air america,"Action,Comedy"
3439,o.k. nerone,Comedy
3440,la parola amore esiste,"Comedy,Romance"
3441,assassins,"Action,Thriller,Crime"
3442,jarhead,"Action,Drama"
3443,apollo 13,"Adventure,Drama"
3444,nikita,"Action,Thriller"
3445,corbari,Action
3446,i due gladiatori,"Action,Drama"
3447,la lunga ombra del lupo,Drama
3448,zodiac,"Crime,Drama"
3449,la porta del cannone,Drama
3450,testa di sbarco per otto implacabili,Drama
3451,pastasciutta nel deserto,Comedy
3452,le soldatesse,Drama
3453,michael clayton,"Crime,Drama"
3454,cast away,"Romance,Adventure,Drama"
3455,delitto al ristorante cinese,"Comedy,Thriller"
3456,inside man,"Crime,Drama"
3457,viaggi di nozze,Comedy
3458,gli eroi del west,"Comedy,Western"
3459,divorzio alla siciliana,Comedy
3460,i gemelli del texas,"Comedy,Western"
3461,ringo e gringo contro tutti,"Comedy,Western"
3462,il conte di melissa,Drama
3463,carnage,Horror
3464,ovosodo,"Comedy,Drama"
3465,lost in translation,"Comedy,Drama"
3466,prestami tua moglie,Comedy
3467,"francesco, giullare di dio",Drama
3468,the guys,Drama
3469,delitto sull'autostrada,"Comedy,Crime,Drama"
3470,i giorni dell'abbandono,Drama
3471,pochi dollari per django,"Western,Crime"
3472,zabriskie point,Drama
3473,l'anima gemella,Comedy
3474,united 93,"Action,Drama"
3475,slalom,"Comedy,Crime"
3476,django sfida sartana,Western
3477,6000 km di paura,"Action,Adventure"
3478,i due marescialli,"Comedy,Drama"
3479,un esercito di 5 uomini,"Action,Adventure,Western"
3480,per pochi dollari ancora,Western
3481,il vigile,Comedy
3482,donatella,Comedy
3483,come una rosa al naso,"Comedy,Crime"
3484,la guerra di troia,"Adventure,Drama"
3485,michael clayton,"Crime,Drama"
3486,space cowboys,"Action,Adventure,Thriller"
3487,space cowboys,"Action,Adventure,Thriller"
3488,gosford park,"Comedy,Drama"
3489,charlotte gray,"Romance,Thriller,Drama"
3490,wyatt earp,"Adventure,Crime"
3491,wyatt earp,"Adventure,Crime"
3492,the shape of things,"Comedy,Romance,Drama"
3493,highlander,"Action,Adventure,Fantasy"
3494,highlander,"Action,Adventure,Fantasy"
3495,tentacoli,"Action,Adventure,Comedy"
3496,doc hollywood,"Comedy,Romance,Drama"
3497,blow,"Crime,Drama"
3498,maciste nell'inferno di gengis khan,"Action,Adventure,Drama"
3499,poseidon,"Action,Adventure,Thriller"
3500,spy game,"Action,Thriller,Crime"
3501,la battaglia dell'ultimo panzer,Drama
3502,le giraffe,Comedy
3503,sequestro di persona,"Thriller,Crime"
3504,la matriarca,"Comedy,Drama"
3505,contro 4 bandiere,Drama
3506,assassins,"Action,Thriller,Crime"
3507,gli invincibili fratelli maciste,"Action,Adventure,Drama"
3508,nikita,"Action,Thriller"
3509,la colomba non deve volare,Action
3510,zodiac,"Crime,Drama"
3511,zodiac,"Crime,Drama"
3512,the big white,"Comedy,Crime,Drama"
3513,5 bambole per la luna d'agosto,"Thriller,Horror"
3514,gosford park,"Comedy,Drama"
3515,tentacoli,"Action,Adventure,Comedy"
3516,space cowboys,"Action,Adventure,Thriller"
3517,space cowboys,"Action,Adventure,Thriller"
3518,poseidon,"Action,Adventure,Thriller"
3519,charlotte gray,"Romance,Thriller,Drama"
3520,wyatt earp,"Adventure,Crime"
3521,highlander,"Action,Adventure,Fantasy"
3522,zodiac,"Crime,Drama"
3523,blow,"Crime,Drama"
3524,basic instinct,"Thriller,Drama"
3525,the town,"Thriller,Crime,Drama"
3526,changeling,"Crime,Drama"
3527,john q,"Thriller,Crime,Drama"
3528,the terminal,"Comedy,Romance,Drama"
3529,shakespeare in love,"Comedy,Drama"
3530,the danish girl,"Romance,Drama"
3531,the danish girl,"Romance,Drama"
3532,demolition man,"Action,Sci-Fi,Thriller"
3533,lost in translation,"Comedy,Drama"
3534,cliffhanger,"Action,Adventure,Thriller"
3535,cliffhanger,"Action,Adventure,Thriller"
3536,murder at 1600,"Action,Crime,Drama"
3537,murder at 1600,"Action,Crime,Drama"
3538,jarhead,"Action,Drama"
3539,quantum of solace,"Action,Adventure,Thriller"
3540,blow,"Crime,Drama"
3541,green zone,"Action,Thriller,Drama"
3542,shakespeare in love,"Comedy,Drama"
3543,little children,"Romance,Drama"
3544,sweet charity,"Comedy,Drama"
3545,bowfinger,Comedy
3546,thunderstruck,"Comedy,Drama"
3547,big fat liar,"Comedy,Adventure"
3548,lost in translation,"Comedy,Drama"
3549,the judge,"Crime,Drama"
3550,the judge,"Crime,Drama"
3551,42,Drama
3552,the town,"Thriller,Crime,Drama"
3553,john q,"Thriller,Crime,Drama"
3554,a mezzanotte va la ronda del piacere,"Comedy,Drama"
3555,kakkientruppen,Comedy
3556,un maledetto imbroglio,"Crime,Drama"
3557,american history x,Drama
3558,the danish girl,"Romance,Drama"
3559,carnage,Horror
3560,il tango della gelosia,Comedy
3561,murder at 1600,"Action,Crime,Drama"
3562,il trapianto,Comedy
3563,maciste contro i mostri,"Action,Adventure,Fantasy"
3564,il fantasma dell'opera,Horror
3565,i tre centurioni,"Adventure,Drama"
3566,la vendetta di ercole,"Action,Adventure,Fantasy"
3567,il conquistatore di corinto,Drama
3568,i prepotenti,Comedy
3569,animali metropolitani,"Comedy,Sci-Fi"
3570,the terminal,"Comedy,Romance,Drama"
3571,serenata a maria,Drama
3572,sweet charity,"Comedy,Drama"
3573,the judge,"Crime,Drama"
3574,il fantasma dell'opera,Horror
3575,la svergognata,"Comedy,Romance"
3576,la casa stregata,Comedy
3577,la casa stregata,Comedy
3578,bagnomaria,Comedy
3579,colpo di fulmine,"Comedy,Drama"
3580,ferie d'agosto,"Comedy,Drama"
3581,fantozzi,Comedy
3582,a tu per tu,Comedy
3583,i due carabinieri,Comedy
3584,i laureati,"Comedy,Romance,Drama"
3585,sono un fenomeno paranormale,Comedy
3586,bellifreschi,Comedy
3587,abbronzatissimi,Comedy
3588,abbronzatissimi,Comedy
3589,dove vai in vacanza?,Comedy
3590,"zucchero, miele e peperoncino",Comedy
3591,gallo cedrone,Comedy
3592,"oh, serafina!","Comedy,Romance"
3593,l'anatra all'arancia,Comedy
3594,il commissario lo gatto,Comedy
3595,il commissario lo gatto,Comedy
3596,vieni avanti cretino,Comedy
3597,grand hotel excelsior,Comedy
3598,un sacco bello,Comedy
3599,piccolo grande amore,"Romance,Drama"
3600,roba da ricchi,Comedy
3601,il sorpasso,"Comedy,Drama"
3602,delitto in formula uno,"Comedy,Thriller,Crime"
3603,la casa stregata,Comedy
3604,la casa stregata,Comedy
3605,bagnomaria,Comedy
3606,cornetti alla crema,Comedy
3607,cornetti alla crema,Comedy
3608,colpo di fulmine,"Comedy,Drama"
3609,romanzo criminale,"Crime,Drama"
3610,fantozzi,Comedy
3611,i due carabinieri,Comedy
3612,lucignolo,Comedy
3613,i due marescialli,"Comedy,Drama"
3614,i laureati,"Comedy,Romance,Drama"
3615,le nuove comiche,Comedy
3616,bellifreschi,Comedy
3617,abbronzatissimi,Comedy
3618,dove vai in vacanza?,Comedy
3619,"zucchero, miele e peperoncino",Comedy
3620,gallo cedrone,Comedy
3621,"oh, serafina!","Comedy,Romance"
3622,i mostri,Comedy
3623,l'anatra all'arancia,Comedy
3624,il commissario lo gatto,Comedy
3625,il commissario lo gatto,Comedy
3626,vieni avanti cretino,Comedy
3627,spaghetti a mezzanotte,Comedy
3628,spaghetti a mezzanotte,Comedy
3629,grand hotel excelsior,Comedy
3630,un sacco bello,Comedy
3631,il deserto rosso,Drama
3632,piccolo grande amore,"Romance,Drama"
3633,roba da ricchi,Comedy
3634,il sorpasso,"Comedy,Drama"
3635,il camorrista,"Crime,Drama"
3636,il vigile,Comedy
3637,cornetti alla crema,Comedy
3638,cornetti alla crema,Comedy
3639,tutti gli uomini del deficiente,Comedy
3640,sella d'argento,"Action,Western"
3641,romanzo criminale,"Crime,Drama"
3642,bingo bongo,Comedy
3643,i fobici,Comedy
3644,lucignolo,Comedy
3645,delitto al ristorante cinese,"Comedy,Thriller"
3646,i due marescialli,"Comedy,Drama"
3647,basta guardarla,Comedy
3648,basta guardarla,Comedy
3649,il grande botto,Comedy
3650,sono un fenomeno paranormale,Comedy
3651,le giraffe,Comedy
3652,le giraffe,Comedy
3653,il gatto di brooklyn aspirante detective,Comedy
