,title,genres
1480,7 chili in 7 giorni,Comedy
1481,saturno contro,"Romance,Drama"
1482,mediterraneo,"Comedy,Drama"
1483,teste di cocco,Comedy
1484,infelici e contenti,Comedy
1485,dottor jekyll e gentile signora,Comedy
1486,ferie d'agosto,"Comedy,Drama"
1487,ferie d'agosto,"Comedy,Drama"
1488,fantozzi,Comedy
1489,fantozzi,Comedy
1490,piedipiatti,"Comedy,Crime"
1491,ho vinto la lotteria di capodanno,Comedy
1492,pierino il fichissimo,Comedy
1493,e adesso sesso,Comedy
1494,"zucchero, miele e peperoncino",Comedy
1495,tutto suo padre,Comedy
1496,"franco, ciccio e le vedove allegre",Comedy
1497,amarcord,"Comedy,Drama"
1498,l'anatra all'arancia,Comedy
1499,il ragazzo del pony express,Comedy
1500,il commissario lo gatto,Comedy
1501,il ritorno del monnezza,Comedy
1502,attila flagello di dio,Comedy
1503,fantozzi alla riscossa,Comedy
1504,alex l'ariete,"Action,Crime"
1505,banzai,Comedy
1506,banzai,Comedy
1507,c'era un cinese in coma,Comedy
1508,sogni mostruosamente proibiti,"Comedy,Fantasy"
1509,scherzi da prete,Comedy
1510,io speriamo che me la cavo,Comedy
1511,roba da ricchi,Comedy
1512,fantozzi in paradiso,"Comedy,Romance"
1513,fantozzi in paradiso,"Comedy,Romance"
1514,i giorni del commissario ambrosio,"Crime,Drama"
1515,mi fido di te,Comedy
1516,la cosa buffa,"Comedy,Romance,Drama"
1517,volere volare,"Comedy,Fantasy"
1518,i due evasi di sing sing,Comedy
1519,il profeta,Comedy
1520,teste di cocco,Comedy
1521,pierino il fichissimo,Comedy
1522,il macellaio,Drama
1523,la leggenda del rubino malese,"Action,Adventure"
1524,l'anatra all'arancia,Comedy
1525,supercolpo da 7 miliardi,"Crime,Adventure,Drama"
1526,gastone,Comedy
1527,chicken park,Comedy
1528,pierino medico della saub,Comedy
1529,sogni mostruosamente proibiti,"Comedy,Fantasy"
1530,ride bene... chi ride ultimo,Comedy
1531,il domestico,Comedy
1532,i soliti ignoti vent'anni dopo,Comedy
1533,pierino colpisce ancora,Comedy
1534,i 4 tassisti,Comedy
1535,"zambo, il dominatore della foresta","Action,Adventure,Romance"
1536,la donna della luna,"Romance,Drama"
1537,il profeta,Comedy
1538,camere da letto,Comedy
1539,camerieri,Comedy
1540,cane e gatto,"Comedy,Crime"
1541,prestazione straordinaria,Drama
1542,ferie d'agosto,"Comedy,Drama"
1543,il comune senso del pudore,Comedy
1544,40 gradi all'ombra del lenzuolo,Comedy
1545,italian secret service,"Comedy,Crime"
1546,"franco, ciccio e il pirata barbanera","Comedy,Adventure"
1547,"franco, ciccio e il pirata barbanera","Comedy,Adventure"
1548,un esercito di 5 uomini,"Action,Adventure,Western"
1549,la leggenda del rubino malese,"Action,Adventure"
1550,il letto in piazza,Comedy
1551,l'anatra all'arancia,Comedy
1552,carabinieri si nasce,Comedy
1553,supercolpo da 7 miliardi,"Crime,Adventure,Drama"
1554,pierino contro tutti,Comedy
1555,attila flagello di dio,Comedy
1556,mia moglie torna a scuola,Comedy
1557,chiari di luna,Comedy
1558,chicken park,Comedy
1559,prestami tua moglie,Comedy
1560,pierino medico della saub,Comedy
1561,il commissario di ferro,"Action,Thriller,Crime"
1562,l'uomo delle stelle,"Romance,Drama"
1563,l'uomo delle stelle,"Romance,Drama"
1564,commedia sexy,Comedy
1565,puerto escondido,"Comedy,Crime"
1566,puerto escondido,"Comedy,Crime"
1567,i giorni del commissario ambrosio,"Crime,Drama"
1568,arrivederci e grazie,Comedy
1569,la bocca,Comedy
1570,il domestico,Comedy
1571,una sera c'incontrammo,"Comedy,Romance"
1572,mamma roma,Drama
1573,la cosa buffa,"Comedy,Romance,Drama"
1574,pasqualino settebellezze,"Comedy,Drama"
1575,belli e brutti ridono tutti,"Comedy,Romance"
1576,lady barbara,Comedy
1577,i due evasi di sing sing,Comedy
1578,i 4 tassisti,Comedy
1579,"zambo, il dominatore della foresta","Action,Adventure,Romance"
1580,7 chili in 7 giorni,Comedy
1581,7 chili in 7 giorni,Comedy
1582,mediterraneo,"Comedy,Drama"
1583,infelici e contenti,Comedy
1584,infelici e contenti,Comedy
1585,vacanze in america,Comedy
1586,dottor jekyll e gentile signora,Comedy
1587,colpo di fulmine,"Comedy,Drama"
1588,scuola di ladri,Comedy
1589,febbre da cavallo,Comedy
1590,perdiamoci di vista,Comedy
1591,piedipiatti,"Comedy,Crime"
1592,piedipiatti,"Comedy,Crime"
1593,scusate il ritardo,"Comedy,Drama"
1594,stasera a casa di alice,Comedy
1595,stasera a casa di alice,Comedy
1596,a ruota libera,Comedy
1597,i laureati,"Comedy,Romance,Drama"
1598,i laureati,"Comedy,Romance,Drama"
1599,le nuove comiche,Comedy
1600,ovosodo,"Comedy,Drama"
1601,ovosodo,"Comedy,Drama"
1602,south kensington,"Comedy,Romance"
1603,south kensington,"Comedy,Romance"
1604,i pompieri,Comedy
1605,abbronzatissimi,Comedy
1606,"zucchero, miele e peperoncino",Comedy
1607,"zucchero, miele e peperoncino",Comedy
1608,gallo cedrone,Comedy
1609,gallo cedrone,Comedy
1610,gallo cedrone,Comedy
1611,il presidente del borgorosso football club,Comedy
1612,il presidente del borgorosso football club,Comedy
1613,il pesce innamorato,Comedy
1614,acqua e sapone,Comedy
1615,svitati,"Comedy,Romance"
1616,il ragazzo del pony express,Comedy
1617,il ragazzo del pony express,Comedy
1618,il barbiere di rio,Comedy
1619,il tenente dei carabinieri,"Comedy,Crime"
1620,tutti dentro,"Comedy,Drama"
1621,il silenzio dei prosciutti,"Comedy,Thriller"
1622,c'era un cinese in coma,Comedy
1623,borotalco,Comedy
1624,sogni mostruosamente proibiti,"Comedy,Fantasy"
1625,occhio alla perestrojka,Comedy
1626,il postino,"Comedy,Drama"
1627,sbamm!,Comedy
1628,l'allenatore nel pallone,Comedy
1629,i 2 deputati,Comedy
1630,viola bacia tutti,"Comedy,Adventure"
1631,il paradiso all'improvviso,Comedy
1632,7 chili in 7 giorni,Comedy
1633,7 chili in 7 giorni,Comedy
1634,camerieri,Comedy
1635,mediterraneo,"Comedy,Drama"
1636,infelici e contenti,Comedy
1637,infelici e contenti,Comedy
1638,vacanze in america,Comedy
1639,adulterio all'italiana,Comedy
1640,scuola di ladri,Comedy
1641,scuola di ladri,Comedy
1642,scuola di ladri,Comedy
1643,scuola di ladri,Comedy
1644,febbre da cavallo,Comedy
1645,febbre da cavallo,Comedy
1646,febbre da cavallo,Comedy
1647,piedipiatti,"Comedy,Crime"
1648,piedipiatti,"Comedy,Crime"
1649,la ragazza fuoristrada,Comedy
1650,cari fottutissimi amici,Comedy
1651,cari fottutissimi amici,Comedy
1652,facciamo fiesta,Comedy
1653,un bugiardo in paradiso,Comedy
1654,i laureati,"Comedy,Romance,Drama"
1655,i laureati,"Comedy,Romance,Drama"
1656,le nuove comiche,Comedy
1657,ovosodo,"Comedy,Drama"
1658,south kensington,"Comedy,Romance"
1659,south kensington,"Comedy,Romance"
1660,i pompieri,Comedy
1661,abbronzatissimi,Comedy
1662,gallo cedrone,Comedy
1663,il presidente del borgorosso football club,Comedy
1664,noi uomini duri,Comedy
1665,vita smeralda,Comedy
1666,il pesce innamorato,Comedy
1667,acqua e sapone,Comedy
1668,svitati,"Comedy,Romance"
1669,la professoressa di lingue,Comedy
1670,la ripetente fa l'occhietto al preside,Comedy
1671,il silenzio dei prosciutti,"Comedy,Thriller"
1672,mia moglie torna a scuola,Comedy
1673,il corpo,"Thriller,Drama"
1674,il deserto rosso,Drama
1675,occhio alla perestrojka,Comedy
1676,l'insegnante balla... con tutta la classe,Comedy
1677,lezioni private,Comedy
1678,tutti defunti... tranne i morti,"Comedy,Thriller"
1679,la banda del gobbo,"Action,Thriller,Crime"
1680,sbamm!,Comedy
1681,l'allenatore nel pallone,Comedy
1682,l'allenatore nel pallone,Comedy
1683,roma a mano armata,"Action,Crime,Drama"
1684,la ragazza dalla pelle di luna,"Romance,Drama"
1685,il consigliori,"Crime,Drama"
1686,il trucido e lo sbirro,"Crime,Drama"
1687,il paradiso all'improvviso,Comedy
1688,la banda del trucido,Crime
1689,camere da letto,Comedy
1690,camerieri,Comedy
1691,camerieri,Comedy
1692,dottor jekyll e gentile signora,Comedy
1693,tutti gli uomini del deficiente,Comedy
1694,adulterio all'italiana,Comedy
1695,kakkientruppen,Comedy
1696,kakkientruppen,Comedy
1697,ho vinto la lotteria di capodanno,Comedy
1698,cari fottutissimi amici,Comedy
1699,cari fottutissimi amici,Comedy
1700,cari fottutissimi amici,Comedy
1701,cari fottutissimi amici,Comedy
1702,le giraffe,Comedy
1703,miliardi,Drama
1704,ravanello pallido,Comedy
1705,ravanello pallido,Comedy
1706,il barbiere di rio,Comedy
1707,maciste contro i mongoli,"Adventure,Drama"
1708,belle al bar,Comedy
1709,la moglie vergine,Comedy
1710,il tenente dei carabinieri,"Comedy,Crime"
1711,la ripetente fa l'occhietto al preside,Comedy
1712,tutti dentro,"Comedy,Drama"
1713,mia moglie torna a scuola,Comedy
1714,mia moglie torna a scuola,Comedy
1715,c'era un cinese in coma,Comedy
1716,chicken park,Comedy
1717,chicken park,Comedy
1718,italiani a rio,Comedy
1719,pierino medico della saub,Comedy
1720,pierino medico della saub,Comedy
1721,il deserto rosso,Drama
1722,occhio alla perestrojka,Comedy
1723,occhio alla perestrojka,Comedy
1724,scherzi da prete,Comedy
1725,il gaucho,Comedy
1726,le tre spade di zorro,Western
1727,l'insegnante balla... con tutta la classe,Comedy
1728,l'insegnante balla... con tutta la classe,Comedy
1729,il postino,"Comedy,Drama"
1730,i giorni del commissario ambrosio,"Crime,Drama"
1731,il gatto mammone,Comedy
1732,vesna va veloce,Drama
1733,roma a mano armata,"Action,Crime,Drama"
1734,l'esorciccio,"Comedy,Horror"
1735,viaggio segreto,Drama
1736,mi fido di te,Comedy
1737,mi fido di te,Comedy
1738,il consigliori,"Crime,Drama"
1739,arriva la bufera,"Comedy,Crime,Drama"
1740,maciste alla corte dello zar,Adventure
1741,condannato a nozze,"Comedy,Drama,Fantasy"
1742,viola bacia tutti,"Comedy,Adventure"
1743,sissignore,Comedy
1744,il trucido e lo sbirro,"Crime,Drama"
1745,la banda del trucido,Crime
1746,lo scapolo,Comedy
1747,4 marmittoni alle grandi manovre,Comedy
1748,femmina,"Thriller,Drama"
1749,femmina,"Thriller,Drama"
1750,la ragazza fuoristrada,Comedy
1751,ovosodo,"Comedy,Drama"
1752,il presidente del borgorosso football club,Comedy
1753,il letto in piazza,Comedy
1754,il ragazzo del pony express,Comedy
1755,il mammasantissima,"Crime,Drama"
1756,il mammasantissima,"Crime,Drama"
1757,mia moglie torna a scuola,Comedy
1758,chicken park,Comedy
1759,chicken park,Comedy
1760,sogni mostruosamente proibiti,"Comedy,Fantasy"
1761,bambola,Drama
1762,bambola,Drama
1763,i contrabbandieri di santa lucia,"Thriller,Crime,Drama"
1764,l'insegnante balla... con tutta la classe,Comedy
1765,vesna va veloce,Drama
1766,la ragazza dalla pelle di luna,"Romance,Drama"
1767,la carne,"Romance,Drama"
1768,il sole buio,Drama
1769,4 marmittoni alle grandi manovre,Comedy
1770,snack bar budapest,"Comedy,Crime,Drama"
1771,i predatori di atlantide,"Action,Sci-Fi"
1772,7 chili in 7 giorni,Comedy
1773,basic instinct,"Thriller,Drama"
1774,marnie,"Crime,Drama"
1775,ravanello pallido,Comedy
1776,vieni avanti cretino,Comedy
1777,grand hotel excelsior,Comedy
1778,il bisbetico domato,"Comedy,Romance"
1779,serafino,Comedy
1780,frantic,"Crime,Drama"
1781,ercole contro moloch,"Adventure,Fantasy"
1782,hondo,"Romance,Drama"
1783,il vigile,Comedy
1784,i 2 deputati,Comedy
1785,il medico e lo stregone,Comedy
1786,sessomatto,Comedy
1787,la terra,"Crime,Drama"
1788,la canzone del destino,"Comedy,Drama"
1789,le vie del signore sono finite,"Comedy,Drama"
1790,in principio erano le mutande,Comedy
1791,belle al bar,Comedy
1792,quella provincia maliziosa,Comedy
1793,roma violenta,"Action,Crime,Drama"
1794,il domestico,Comedy
1795,roma a mano armata,"Action,Crime,Drama"
1796,il sole buio,Drama
1797,belli e brutti ridono tutti,"Comedy,Romance"
1798,sette orchidee macchiate di rosso,Thriller
1799,il ragazzo di campagna,Comedy
1800,la canzone del cuore,Drama
1801,i due della legione,Comedy
1802,la polizia ha le mani legate,"Action,Crime,Drama"
1803,amore formula 2,Comedy
1804,peggio per me... meglio per te,Comedy
1805,r.i.p.d.,"Action,Adventure,Comedy"
1806,batman begins,"Action,Adventure"
1807,gamer,"Comedy,Sci-Fi"
1808,spy game,"Action,Thriller,Crime"
1809,the tracker,"Western,Drama"
1810,max payne,"Action,Crime,Drama"
1811,minority report,"Action,Crime"
1812,submerged,Action
1813,the perfect weapon,"Action,Crime,Drama"
1814,point break,"Action,Thriller,Crime"
1815,jackie brown,"Thriller,Crime,Drama"
1816,spy,"Action,Crime,Drama"
1817,r.i.p.d.,"Action,Adventure,Comedy"
1818,lucy,"Romance,Drama"
1819,deepwater,"Thriller,Crime"
1820,jack reacher,"Action,Thriller"
1821,dune,"Action,Adventure,Sci-Fi"
1822,mission: impossible,"Action,Adventure,Thriller"
1823,mission: impossible,"Action,Adventure,Thriller"
1824,ghost rider,"Action,Thriller,Fantasy"
1825,arsenal,Drama
1826,xxx,"Action,Adventure,Thriller"
1827,charlie's angels,"Action,Adventure,Comedy"
1828,timeline,"Action,Adventure,Sci-Fi"
1829,pathfinder,"Action,Adventure,Drama"
1830,2 fast 2 furious,"Action,Thriller,Crime"
1831,u.s. marshals,"Action,Thriller,Crime"
1832,max payne,"Action,Crime,Drama"
1833,fast & furious,"Action,Thriller"
1834,total recall,"Action,Sci-Fi,Thriller"
1835,babylon a.d.,"Action,Adventure,Sci-Fi"
1836,la resa dei conti,Western
1837,the bourne identity,"Action,Thriller"
1838,vulcano,Drama
1839,vulcano,Drama
1840,the grey,Drama
1841,mission: impossible,"Action,Adventure,Thriller"
1842,american gangster,"Crime,Drama"
1843,resident evil: apocalypse,"Action,Sci-Fi,Horror"
1844,timeline,"Action,Adventure,Sci-Fi"
1845,pride and glory,"Thriller,Crime,Drama"
1846,minority report,"Action,Crime"
1847,maverick,"Action,Adventure,Comedy"
1848,catwoman,"Action,Crime,Fantasy"
1849,terminator salvation,"Action,Sci-Fi"
1850,transformers,"Action,Adventure,Sci-Fi"
1851,demolition man,"Action,Sci-Fi,Thriller"
1852,lara croft: tomb raider,"Action,Adventure,Fantasy"
1853,point break,"Action,Thriller,Crime"
1854,jackie brown,"Thriller,Crime,Drama"
1855,daylight,"Action,Adventure,Drama"
1856,spy,"Action,Crime,Drama"
1857,resident evil,"Action,Sci-Fi,Horror"
1858,robocop,"Action,Sci-Fi,Crime"
1859,resident evil: extinction,"Action,Sci-Fi,Horror"
1860,the town,"Thriller,Crime,Drama"
1861,dune,"Action,Adventure,Sci-Fi"
1862,mission: impossible,"Action,Adventure,Thriller"
1863,mission: impossible,"Action,Adventure,Thriller"
1864,next,"Action,Sci-Fi,Thriller"
1865,spy game,"Action,Thriller,Crime"
1866,green zone,"Action,Thriller,Drama"
1867,death race,"Action,Sci-Fi,Thriller"
1868,the tracker,"Western,Drama"
1869,minority report,"Action,Crime"
1870,minority report,"Action,Crime"
1871,hanna,"Action,Adventure,Drama"
1872,the outpost,"Sci-Fi,Horror"
1873,blade runner,"Action,Sci-Fi,Thriller"
1874,waterworld,"Action,Adventure,Sci-Fi"
1875,mission: impossible iii,"Action,Adventure,Thriller"
1876,demolition man,"Action,Sci-Fi,Thriller"
1877,source code,"Action,Drama"
1878,fire with fire,"Romance,Drama"
1879,r.i.p.d.,"Action,Adventure,Comedy"
1880,deepwater,"Thriller,Crime"
1881,jack reacher,"Action,Thriller"
1882,ghost rider,"Action,Thriller,Fantasy"
1883,next,"Action,Sci-Fi,Thriller"
1884,xxx,"Action,Adventure,Thriller"
1885,charlie's angels,"Action,Adventure,Comedy"
1886,u.s. marshals,"Action,Thriller,Crime"
1887,the outpost,"Sci-Fi,Horror"
1888,total recall,"Action,Sci-Fi,Thriller"
1889,terminator salvation,"Action,Sci-Fi"
1890,transformers,"Action,Adventure,Sci-Fi"
1891,transformers,"Action,Adventure,Sci-Fi"
1892,the perfect weapon,"Action,Crime,Drama"
1893,lord of war,"Action,Crime,Drama"
1894,the grey,Drama
1895,gamer,"Comedy,Sci-Fi"
1896,next,"Action,Sci-Fi,Thriller"
1897,charlie's angels,"Action,Adventure,Comedy"
1898,timeline,"Action,Adventure,Sci-Fi"
1899,pathfinder,"Action,Adventure,Drama"
1900,la mala ordina,"Action,Thriller,Crime"
1901,topkapi,"Comedy,Adventure,Crime"
1902,the bourne identity,"Action,Thriller"
1903,the perfect weapon,"Action,Crime,Drama"
1904,lord of war,"Action,Crime,Drama"
1905,spy,"Action,Crime,Drama"
1906,pathfinder,"Action,Adventure,Drama"
1907,green zone,"Action,Thriller,Drama"
1908,dracula untold,"Action,Drama,Fantasy"
1909,hanna,"Action,Adventure,Drama"
1910,catwoman,"Action,Crime,Fantasy"
1911,dragonheart,"Action,Adventure,Fantasy"
1912,babylon a.d.,"Action,Adventure,Sci-Fi"
1913,lara croft: tomb raider,"Action,Adventure,Fantasy"
1914,source code,"Action,Drama"
1915,vulcano,Drama
1916,underworld: evolution,"Action,Thriller,Fantasy"
1917,pride and glory,"Thriller,Crime,Drama"
1918,waterworld,"Action,Adventure,Sci-Fi"
1919,black hawk down,Drama
1920,men in black,"Action,Adventure,Comedy"
1921,submerged,Action
1922,pulp fiction,"Crime,Drama"
1923,demolition man,"Action,Sci-Fi,Thriller"
1924,topkapi,"Comedy,Adventure,Crime"
1925,point break,"Action,Thriller,Crime"
1926,shalako,Western
1927,the boondock saints,"Action,Thriller,Crime"
1928,r.i.p.d.,"Action,Adventure,Comedy"
1929,hulk,"Action,Sci-Fi"
1930,the town,"Thriller,Crime,Drama"
1931,jack reacher,"Action,Thriller"
1932,ghost rider,"Action,Thriller,Fantasy"
1933,arsenal,Drama
1934,the legend of zorro,"Action,Adventure,Romance"
1935,charlie's angels,"Action,Adventure,Comedy"
1936,dracula untold,"Action,Drama,Fantasy"
1937,fast & furious,"Action,Thriller"
1938,tango & cash,"Action,Comedy,Crime"
1939,dragonheart,"Action,Adventure,Fantasy"
1940,van helsing,"Action,Adventure,Fantasy"
1941,abduction,"Thriller,Crime,Drama"
1942,troy,Drama
1943,dragon,Fantasy
1944,sicario,Drama
1945,the boondock saints,"Action,Thriller,Crime"
1946,source code,"Action,Drama"
1947,lord of war,"Action,Crime,Drama"
1948,lucy,"Romance,Drama"
1949,deepwater,"Thriller,Crime"
1950,training day,"Thriller,Crime,Drama"
1951,next,"Action,Sci-Fi,Thriller"
1952,the chronicles of riddick,"Action,Adventure,Sci-Fi"
1953,the legend of zorro,"Action,Adventure,Romance"
1954,timeline,"Action,Adventure,Sci-Fi"
1955,pathfinder,"Action,Adventure,Drama"
1956,death race,"Action,Sci-Fi,Thriller"
1957,u.s. marshals,"Action,Thriller,Crime"
1958,hanna,"Action,Adventure,Drama"
1959,shazam!,"Action,Adventure,Comedy"
1960,blade runner,"Action,Sci-Fi,Thriller"
1961,outlander,"Action,Adventure,Sci-Fi"
1962,babylon a.d.,"Action,Adventure,Sci-Fi"
1963,armed response,"Action,Thriller,Crime"
1964,dante's peak,"Action,Adventure,Thriller"
1965,lord of war,"Action,Crime,Drama"
1966,daylight,"Action,Adventure,Drama"
1967,jack reacher,"Action,Thriller"
1968,dune,"Action,Adventure,Sci-Fi"
1969,training day,"Thriller,Crime,Drama"
1970,the chronicles of riddick,"Action,Adventure,Sci-Fi"
1971,american gangster,"Crime,Drama"
1972,timeline,"Action,Adventure,Sci-Fi"
1973,pathfinder,"Action,Adventure,Drama"
1974,kick,Drama
1975,watchmen,"Action,Drama"
1976,maverick,"Action,Adventure,Comedy"
1977,outlander,"Action,Adventure,Sci-Fi"
1978,black hawk down,Drama
1979,transformers,"Action,Adventure,Sci-Fi"
1980,transformers,"Action,Adventure,Sci-Fi"
1981,la mala ordina,"Action,Thriller,Crime"
1982,lara croft: tomb raider,"Action,Adventure,Fantasy"
1983,point break,"Action,Thriller,Crime"
1984,batman forever,"Action,Adventure"
1985,dante's peak,"Action,Adventure,Thriller"
1986,daylight,"Action,Adventure,Drama"
1987,spy,"Action,Crime,Drama"
1988,arsenal,Drama
1989,xxx,"Action,Adventure,Thriller"
1990,the legend of zorro,"Action,Adventure,Romance"
1991,charlie's angels,"Action,Adventure,Comedy"
1992,green zone,"Action,Thriller,Drama"
1993,the tracker,"Western,Drama"
1994,dracula untold,"Action,Drama,Fantasy"
1995,dragonheart,"Action,Adventure,Fantasy"
1996,waterworld,"Action,Adventure,Sci-Fi"
1997,transformers,"Action,Adventure,Sci-Fi"
1998,troy,Drama
1999,milano calibro 9,"Action,Thriller,Crime"
2000,r.i.p.d.,"Action,Adventure,Comedy"
2001,the jackal,"Action,Crime,Drama"
2002,hulk,"Action,Sci-Fi"
2003,the town,"Thriller,Crime,Drama"
2004,deepwater,"Thriller,Crime"
2005,the survivalist,"Action,Sci-Fi,Drama"
2006,training day,"Thriller,Crime,Drama"
2007,black water,"Action,Adventure,Drama"
2008,watchmen,"Action,Drama"
2009,state of play,"Crime,Drama"
2010,van helsing,"Action,Adventure,Fantasy"
2011,waterworld,"Action,Adventure,Sci-Fi"
2012,outlander,"Action,Adventure,Sci-Fi"
2013,collateral,"Thriller,Crime,Drama"
2014,dragon,Fantasy
2015,sicario,Drama
2016,eliminators,"Action,Adventure,Fantasy"
2017,milano calibro 9,"Action,Thriller,Crime"
2018,r.i.p.d.,"Action,Adventure,Comedy"
2019,the jackal,"Action,Crime,Drama"
2020,the town,"Thriller,Crime,Drama"
2021,deepwater,"Thriller,Crime"
2022,the survivalist,"Action,Sci-Fi,Drama"
2023,xxx,"Action,Adventure,Thriller"
2024,the legend of zorro,"Action,Adventure,Romance"
2025,charlie's angels,"Action,Adventure,Comedy"
2026,black water,"Action,Adventure,Drama"
2027,death race,"Action,Sci-Fi,Thriller"
2028,death race,"Action,Sci-Fi,Thriller"
2029,dracula untold,"Action,Drama,Fantasy"
2030,tango & cash,"Action,Comedy,Crime"
2031,shazam!,"Action,Adventure,Comedy"
2032,state of play,"Crime,Drama"
2033,dragonheart,"Action,Adventure,Fantasy"
2034,van helsing,"Action,Adventure,Fantasy"
2035,collateral,"Thriller,Crime,Drama"
2036,eliminators,"Action,Adventure,Fantasy"
2037,the jackal,"Action,Crime,Drama"
2038,lucy,"Romance,Drama"
2039,hulk,"Action,Sci-Fi"
2040,dune,"Action,Adventure,Sci-Fi"
2041,the survivalist,"Action,Sci-Fi,Drama"
2042,training day,"Thriller,Crime,Drama"
2043,ghost rider,"Action,Thriller,Fantasy"
2044,black water,"Action,Adventure,Drama"
2045,spy game,"Action,Thriller,Crime"
2046,green zone,"Action,Thriller,Drama"
2047,green zone,"Action,Thriller,Drama"
2048,2 fast 2 furious,"Action,Thriller,Crime"
2049,watchmen,"Action,Drama"
2050,fast & furious,"Action,Thriller"
2051,hanna,"Action,Adventure,Drama"
2052,state of play,"Crime,Drama"
2053,van helsing,"Action,Adventure,Fantasy"
2054,waterworld,"Action,Adventure,Sci-Fi"
2055,collateral,"Thriller,Crime,Drama"
2056,point break,"Action,Thriller,Crime"
2057,spy,"Action,Crime,Drama"
2058,hulk,"Action,Sci-Fi"
2059,the survivalist,"Action,Sci-Fi,Drama"
2060,excalibur,"Adventure,Drama,Fantasy"
2061,black water,"Action,Adventure,Drama"
2062,green zone,"Action,Thriller,Drama"
2063,kick,Drama
2064,kick,Drama
2065,kick,Drama
2066,tango & cash,"Action,Comedy,Crime"
2067,outlander,"Action,Adventure,Sci-Fi"
2068,abduction,"Thriller,Crime,Drama"
2069,r.i.p.d.,"Action,Adventure,Comedy"
2070,lucy,"Romance,Drama"
2071,hulk,"Action,Sci-Fi"
2072,the town,"Thriller,Crime,Drama"
2073,deepwater,"Thriller,Crime"
2074,jack reacher,"Action,Thriller"
2075,dune,"Action,Adventure,Sci-Fi"
2076,training day,"Thriller,Crime,Drama"
2077,next,"Action,Sci-Fi,Thriller"
2078,the legend of zorro,"Action,Adventure,Romance"
2079,skyline,Drama
2080,black water,"Action,Adventure,Drama"
2081,faster,Documentary
2082,death race,"Action,Sci-Fi,Thriller"
2083,spider,"Thriller,Drama"
2084,minority report,"Action,Crime"
2085,hanna,"Action,Adventure,Drama"
2086,state of play,"Crime,Drama"
2087,total recall,"Action,Sci-Fi,Thriller"
2088,outlander,"Action,Adventure,Sci-Fi"
2089,babylon a.d.,"Action,Adventure,Sci-Fi"
2090,collateral,"Thriller,Crime,Drama"
2091,fire with fire,"Romance,Drama"
2092,eliminators,"Action,Adventure,Fantasy"
2093,"il buono, il brutto, il cattivo",Western
2094,the town,"Thriller,Crime,Drama"
2095,next,"Action,Sci-Fi,Thriller"
2096,spy game,"Action,Thriller,Crime"
2097,green zone,"Action,Thriller,Drama"
2098,death race,"Action,Sci-Fi,Thriller"
2099,hanna,"Action,Adventure,Drama"
2100,tango & cash,"Action,Comedy,Crime"
2101,shazam!,"Action,Adventure,Comedy"
2102,state of play,"Crime,Drama"
2103,outlander,"Action,Adventure,Sci-Fi"
2104,abduction,"Thriller,Crime,Drama"
2105,troy,Drama
2106,collateral,"Thriller,Crime,Drama"
2107,dragon,Fantasy
2108,dune,"Action,Adventure,Sci-Fi"
2109,the survivalist,"Action,Sci-Fi,Drama"
2110,the chronicles of riddick,"Action,Adventure,Sci-Fi"
2111,charlie's angels,"Action,Adventure,Comedy"
2112,dragonheart,"Action,Adventure,Fantasy"
2113,terminator salvation,"Action,Sci-Fi"
2114,abduction,"Thriller,Crime,Drama"
2115,collateral,"Thriller,Crime,Drama"
2116,sicario,Drama
2117,lara croft: tomb raider,"Action,Adventure,Fantasy"
2118,source code,"Action,Drama"
2119,gamer,"Comedy,Sci-Fi"
2120,xxx,"Action,Adventure,Thriller"
2121,the legend of zorro,"Action,Adventure,Romance"
2122,the legend of zorro,"Action,Adventure,Romance"
2123,excalibur,"Adventure,Drama,Fantasy"
2124,skyline,Drama
2125,green zone,"Action,Thriller,Drama"
2126,kick,Drama
2127,kick,Drama
2128,total recall,"Action,Sci-Fi,Thriller"
2129,dragon,Fantasy
2130,r.i.p.d.,"Action,Adventure,Comedy"
2131,lucy,"Romance,Drama"
2132,the town,"Thriller,Crime,Drama"
2133,deepwater,"Thriller,Crime"
2134,dune,"Action,Adventure,Sci-Fi"
2135,resident evil: apocalypse,"Action,Sci-Fi,Horror"
2136,green zone,"Action,Thriller,Drama"
2137,death race,"Action,Sci-Fi,Thriller"
2138,hanna,"Action,Adventure,Drama"
2139,total recall,"Action,Sci-Fi,Thriller"
2140,babylon a.d.,"Action,Adventure,Sci-Fi"
2141,abduction,"Thriller,Crime,Drama"
2142,troy,Drama
2143,dragon,Fantasy
2144,sicario,Drama
2145,lord of war,"Action,Crime,Drama"
2146,vulcano,Drama
2147,underworld: evolution,"Action,Thriller,Fantasy"
2148,resident evil,"Action,Sci-Fi,Horror"
2149,resident evil: extinction,"Action,Sci-Fi,Horror"
2150,r.i.p.d.,"Action,Adventure,Comedy"
2151,the grey,Drama
2152,batman begins,"Action,Adventure"
2153,gamer,"Comedy,Sci-Fi"
2154,arsenal,Drama
2155,green zone,"Action,Thriller,Drama"
2156,dracula untold,"Action,Drama,Fantasy"
2157,dracula untold,"Action,Drama,Fantasy"
2158,fast & furious,"Action,Thriller"
2159,tango & cash,"Action,Comedy,Crime"
2160,the outpost,"Sci-Fi,Horror"
2161,catwoman,"Action,Crime,Fantasy"
2162,justice league,"Action,Adventure,Fantasy"
2163,total recall,"Action,Sci-Fi,Thriller"
