,day,day_number,month,daytime,title,duration,duration_with_advertising,channel,year,genres,rating,advertising,sharing
4162,Martedì,23,agosto,notte,un povero ricco,92,95,Sky Comedy,1983,"Comedy,Romance",6.1,3,0.13
4163,Venerdì,12,agosto,notte,the blues brothers,133,140,Sky Comedy,1980,"Action,Adventure,Comedy",7.9,7,0.13
4164,Martedì,9,agosto,notte,due notti con cleopatra,78,85,Sky Comedy,1954,Comedy,4.9,7,0.13
4165,Venerdì,19,agosto,notte,scary movie 3,84,85,Sky Comedy,2003,Comedy,5.5,1,0.13
4166,Domenica,7,agosto,notte,scary movie 3,84,85,Sky Comedy,2003,Comedy,5.5,1,0.13
4167,Giovedì,11,agosto,notte,io no spik inglish,93,95,Sky Comedy,1995,Comedy,4.7,2,0.13
4168,Lunedì,8,agosto,notte,beverly hills cop,105,105,Sky Comedy,1984,"Action,Comedy,Crime",7.3,0,0.13
4169,Giovedì,11,agosto,notte,american pie 2,108,110,Sky Comedy,2001,Comedy,6.4,2,0.13
4170,Giovedì,18,agosto,notte,scary movie 2,83,85,Sky Comedy,2001,Comedy,5.3,2,0.13
4171,Lunedì,29,agosto,mattina,il 7 e l'8,93,100,Sky Comedy,2007,Comedy,6.3,7,0.085
4172,Lunedì,22,agosto,mattina,tutti gli uomini del deficiente,109,110,Sky Comedy,1999,Comedy,5.8,1,0.085
4173,Lunedì,29,agosto,mattina,ghostbusters ii,108,110,Sky Comedy,1989,"Action,Comedy,Fantasy",6.6,2,0.085
4174,Sabato,27,agosto,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.085
4175,Sabato,20,agosto,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.085
4176,Martedì,23,agosto,mattina,thank you for smoking,92,100,Sky Comedy,2005,"Comedy,Drama",7.6,8,0.085
4177,Martedì,23,agosto,pomeriggio,welcome to collinwood,86,90,Sky Comedy,2002,"Comedy,Crime",6.4,4,0.09
4178,Mercoledì,31,agosto,pomeriggio,superfantagenio,96,100,Sky Comedy,1986,"Comedy,Adventure,Fantasy",5.4,4,0.09
4179,Giovedì,11,agosto,pomeriggio,per amare ofelia,105,115,Sky Comedy,1974,Comedy,6.5,10,0.09
4180,Venerdì,5,agosto,pomeriggio,un giorno in pretura,88,100,Sky Comedy,1954,"Comedy,Drama",6.5,12,0.09
4181,Sabato,13,agosto,pomeriggio,gli zitelloni,90,100,Sky Comedy,1958,Comedy,6.2,10,0.09
4182,Martedì,30,agosto,pomeriggio,charlie's angels,98,100,Sky Comedy,2000,"Action,Adventure,Comedy",5.5,2,0.09
4183,Giovedì,25,agosto,pomeriggio,da grande,94,95,Sky Comedy,1987,"Comedy,Fantasy",6.4,1,0.09
4184,Martedì,23,agosto,pomeriggio,un povero ricco,92,95,Sky Comedy,1983,"Comedy,Romance",6.1,3,0.09
4185,Lunedì,22,agosto,pomeriggio,questo e quello,119,120,Sky Comedy,1983,Comedy,5.8,1,0.09
4186,Martedì,2,agosto,pomeriggio,brevi amori a palma di majorca,98,105,Sky Comedy,1959,Comedy,5.4,7,0.09
4187,Lunedì,22,agosto,pomeriggio,the blues brothers,133,135,Sky Comedy,1980,"Action,Adventure,Comedy",7.9,2,0.09
4188,Giovedì,4,agosto,pomeriggio,due notti con cleopatra,78,85,Sky Comedy,1954,Comedy,4.9,7,0.09
4189,Mercoledì,3,agosto,pomeriggio,47 morto che parla,84,90,Sky Comedy,1950,Comedy,7.0,6,0.09
4190,Lunedì,29,agosto,pomeriggio,fracchia contro dracula,94,95,Sky Comedy,1985,"Comedy,Horror",5.9,1,0.09
4191,Mercoledì,17,agosto,pomeriggio,ma che colpa abbiamo noi,114,120,Sky Comedy,2003,Comedy,6.2,6,0.09
4192,Domenica,28,agosto,pomeriggio,il ras del quartiere,88,95,Sky Comedy,1983,Comedy,6.1,7,0.09
4193,Mercoledì,17,agosto,pomeriggio,ricomincio da tre,110,115,Sky Comedy,1981,Comedy,7.5,5,0.09
4194,Venerdì,26,agosto,pomeriggio,"casa mia, casa mia...",90,90,Sky Comedy,1988,Comedy,5.9,0,0.09
4195,Venerdì,12,agosto,pomeriggio,"due cuori, una cappella",105,105,Sky Comedy,1975,Comedy,6.1,0,0.09
4196,Domenica,7,agosto,pomeriggio,piccola posta,99,100,Sky Comedy,1955,Comedy,6.3,1,0.09
4197,Giovedì,18,agosto,pomeriggio,la mortadella,109,110,Sky Comedy,1971,Comedy,5.7,1,0.09
4198,Martedì,16,agosto,pomeriggio,la patata bollente,99,105,Sky Comedy,1979,Comedy,6.5,6,0.09
4199,Lunedì,1,agosto,pomeriggio,accadde al penitenziario,95,100,Sky Comedy,1955,Comedy,6.3,5,0.09
4200,Venerdì,30,settembre,sera,beverly hills cop iii,104,110,Sky Comedy,1994,"Action,Comedy,Crime",5.6,6,0.055
4201,Venerdì,23,settembre,sera,beverly hills cop ii,100,105,Sky Comedy,1987,"Action,Comedy,Crime",6.5,5,0.055
4202,Giovedì,15,settembre,sera,ghostbusters ii,108,115,Sky Comedy,1989,"Action,Comedy,Fantasy",6.6,7,0.055
4203,Venerdì,23,settembre,sera,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.055
4204,Domenica,4,settembre,sera,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.055
4205,Sabato,3,settembre,sera,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.055
4206,Giovedì,22,settembre,sera,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.055
4207,Domenica,18,settembre,sera,hot fuzz,121,125,Sky Comedy,2007,"Action,Comedy",7.8,4,0.055
4208,Venerdì,16,settembre,sera,beverly hills cop,105,110,Sky Comedy,1984,"Action,Comedy,Crime",7.3,5,0.055
4209,Martedì,27,settembre,sera,il ras del quartiere,88,95,Sky Comedy,1983,Comedy,6.1,7,0.055
4210,Venerdì,23,settembre,mattina,il 7 e l'8,93,95,Sky Comedy,2007,Comedy,6.3,2,0.0849999999999999
4211,Sabato,24,settembre,mattina,beverly hills cop ii,100,105,Sky Comedy,1987,"Action,Comedy,Crime",6.5,5,0.0849999999999999
4212,Lunedì,12,settembre,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.0849999999999999
4213,Lunedì,5,settembre,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.0849999999999999
4214,Sabato,24,settembre,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.0849999999999999
4215,Venerdì,23,settembre,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.0849999999999999
4216,Martedì,13,settembre,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.0849999999999999
4217,Domenica,4,settembre,mattina,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.0849999999999999
4218,Lunedì,19,settembre,mattina,hot fuzz,121,125,Sky Comedy,2007,"Action,Comedy",7.8,4,0.0849999999999999
4219,Martedì,6,settembre,mattina,scary movie 3,84,85,Sky Comedy,2003,Comedy,5.5,1,0.0849999999999999
4220,Lunedì,5,settembre,mattina,scary movie 2,83,85,Sky Comedy,2001,Comedy,5.3,2,0.0849999999999999
4221,Venerdì,30,settembre,mattina,il ras del quartiere,88,95,Sky Comedy,1983,Comedy,6.1,7,0.0849999999999999
4222,Mercoledì,28,settembre,mattina,il ras del quartiere,88,95,Sky Comedy,1983,Comedy,6.1,7,0.0849999999999999
4223,Venerdì,23,settembre,notte,il 7 e l'8,93,100,Sky Comedy,2007,Comedy,6.3,7,0.1
4224,Martedì,13,settembre,notte,il 7 e l'8,93,100,Sky Comedy,2007,Comedy,6.3,7,0.1
4225,Martedì,13,settembre,notte,notte prima degli esami,100,100,Sky Comedy,2006,Comedy,6.3,0,0.1
4226,Lunedì,12,settembre,notte,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.1
4227,Mercoledì,14,settembre,notte,questo e quello,119,120,Sky Comedy,1983,Comedy,5.8,1,0.1
4228,Martedì,6,settembre,notte,scary movie 3,84,85,Sky Comedy,2003,Comedy,5.5,1,0.1
4229,Lunedì,19,settembre,notte,scary movie 3,84,90,Sky Comedy,2003,Comedy,5.5,6,0.1
4230,Mercoledì,21,settembre,notte,47 morto che parla,84,90,Sky Comedy,1950,Comedy,7.0,6,0.1
4231,Domenica,18,settembre,notte,scary movie 2,83,85,Sky Comedy,2001,Comedy,5.3,2,0.1
4232,Lunedì,5,settembre,notte,scary movie 2,83,85,Sky Comedy,2001,Comedy,5.3,2,0.1
4233,Venerdì,16,settembre,notte,il ras del quartiere,88,95,Sky Comedy,1983,Comedy,6.1,7,0.1
4234,Mercoledì,21,settembre,pomeriggio,tutti gli uomini del deficiente,109,115,Sky Comedy,1999,Comedy,5.8,6,0.075
4235,Venerdì,9,settembre,pomeriggio,happy family,68,95,Sky Comedy,2004,Documentary,6.9,27,0.075
4236,Mercoledì,28,settembre,pomeriggio,happy family,68,100,Sky Comedy,2004,Documentary,6.9,32,0.075
4237,Mercoledì,21,settembre,pomeriggio,io no spik inglish,93,100,Sky Comedy,1995,Comedy,4.7,7,0.075
4238,Sabato,17,settembre,pomeriggio,beverly hills cop,105,105,Sky Comedy,1984,"Action,Comedy,Crime",7.3,0,0.075
4239,Venerdì,16,settembre,pomeriggio,il ras del quartiere,88,95,Sky Comedy,1983,Comedy,6.1,7,0.075
4240,Lunedì,5,settembre,pomeriggio,il ras del quartiere,88,95,Sky Comedy,1983,Comedy,6.1,7,0.075
4241,Mercoledì,29,giugno,sera,beverly hills cop iii,104,110,Sky Comedy,1994,"Action,Comedy,Crime",5.6,6,0.07
4242,Mercoledì,22,giugno,sera,beverly hills cop ii,100,105,Sky Comedy,1987,"Action,Comedy,Crime",6.5,5,0.07
4243,Giovedì,30,giugno,sera,tutti gli uomini del deficiente,109,115,Sky Comedy,1999,Comedy,5.8,6,0.07
4244,Venerdì,10,giugno,sera,happy family,68,100,Sky Comedy,2004,Documentary,6.9,32,0.07
4245,Mercoledì,8,giugno,sera,tower heist,104,110,Sky Comedy,2011,"Action,Comedy,Crime",6.2,6,0.07
4246,Sabato,18,giugno,sera,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.07
4247,Sabato,18,giugno,sera,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.07
4248,Mercoledì,15,giugno,sera,beverly hills cop,105,110,Sky Comedy,1984,"Action,Comedy,Crime",7.3,5,0.07
4249,Giovedì,9,giugno,sera,ricomincio da tre,110,115,Sky Comedy,1981,Comedy,7.5,5,0.07
4250,Martedì,28,giugno,notte,beverly hills cop iii,104,105,Sky Comedy,1994,"Action,Comedy,Crime",5.6,1,0.14
4251,Martedì,14,giugno,notte,il 7 e l'8,93,105,Sky Comedy,2007,Comedy,6.3,12,0.14
4252,Martedì,21,giugno,notte,beverly hills cop ii,100,105,Sky Comedy,1987,"Action,Comedy,Crime",6.5,5,0.14
4253,Mercoledì,29,giugno,notte,tutti gli uomini del deficiente,109,115,Sky Comedy,1999,Comedy,5.8,6,0.14
4254,Giovedì,23,giugno,notte,superfantagenio,96,100,Sky Comedy,1986,"Comedy,Adventure,Fantasy",5.4,4,0.14
4255,Martedì,7,giugno,notte,ghostbusters ii,108,110,Sky Comedy,1989,"Action,Comedy,Fantasy",6.6,2,0.14
4256,Lunedì,6,giugno,notte,febbre da cavallo,94,110,Sky Comedy,1976,Comedy,7.2,16,0.14
4257,Venerdì,17,giugno,notte,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.14
4258,Sabato,11,giugno,notte,thank you for smoking,92,95,Sky Comedy,2005,"Comedy,Drama",7.6,3,0.14
4259,Venerdì,3,giugno,notte,due notti con cleopatra,78,85,Sky Comedy,1954,Comedy,4.9,7,0.14
4260,Venerdì,17,giugno,notte,scary movie 3,84,85,Sky Comedy,2003,Comedy,5.5,1,0.14
4261,Martedì,14,giugno,notte,beverly hills cop,105,105,Sky Comedy,1984,"Action,Comedy,Crime",7.3,0,0.14
4262,Mercoledì,8,giugno,notte,scary movie 2,83,85,Sky Comedy,2001,Comedy,5.3,2,0.14
4263,Lunedì,13,giugno,notte,ma che colpa abbiamo noi,114,115,Sky Comedy,2003,Comedy,6.2,1,0.14
4264,Domenica,5,giugno,notte,"casa mia, casa mia...",90,90,Sky Comedy,1988,Comedy,5.9,0,0.14
4265,Giovedì,23,giugno,notte,"casa mia, casa mia...",90,90,Sky Comedy,1988,Comedy,5.9,0,0.14
4266,Giovedì,30,giugno,pomeriggio,beverly hills cop iii,104,105,Sky Comedy,1994,"Action,Comedy,Crime",5.6,1,0.09
4267,Giovedì,23,giugno,pomeriggio,beverly hills cop ii,100,105,Sky Comedy,1987,"Action,Comedy,Crime",6.5,5,0.09
4268,Giovedì,9,giugno,pomeriggio,tower heist,104,105,Sky Comedy,2011,"Action,Comedy,Crime",6.2,1,0.09
4269,Domenica,19,giugno,pomeriggio,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.09
4270,Domenica,19,giugno,pomeriggio,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.09
4271,Martedì,28,giugno,pomeriggio,thank you for smoking,92,95,Sky Comedy,2005,"Comedy,Drama",7.6,3,0.09
4272,Mercoledì,22,giugno,pomeriggio,the blues brothers,133,135,Sky Comedy,1980,"Action,Adventure,Comedy",7.9,2,0.09
4273,Giovedì,16,giugno,pomeriggio,beverly hills cop,105,110,Sky Comedy,1984,"Action,Comedy,Crime",7.3,5,0.09
4274,Mercoledì,15,giugno,mattina,il 7 e l'8,93,95,Sky Comedy,2007,Comedy,6.3,2,0.06
4275,Venerdì,10,giugno,mattina,welcome to collinwood,86,90,Sky Comedy,2002,"Comedy,Crime",6.4,4,0.06
4276,Domenica,26,giugno,mattina,ghostbusters ii,108,110,Sky Comedy,1989,"Action,Comedy,Fantasy",6.6,2,0.06
4277,Lunedì,6,giugno,mattina,febbre da cavallo,94,110,Sky Comedy,1976,Comedy,7.2,16,0.06
4278,Sabato,18,giugno,mattina,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.06
4279,Martedì,14,giugno,mattina,un povero ricco,92,95,Sky Comedy,1983,"Comedy,Romance",6.1,3,0.06
4280,Giovedì,23,giugno,mattina,brevi amori a palma di majorca,98,105,Sky Comedy,1959,Comedy,5.4,7,0.06
4281,Mercoledì,15,giugno,mattina,47 morto che parla,84,90,Sky Comedy,1950,Comedy,7.0,6,0.06
4282,Domenica,27,novembre,notte,beverly hills cop iii,104,110,Sky Comedy,1994,"Action,Comedy,Crime",5.6,6,0.1
4283,Lunedì,21,novembre,notte,il 7 e l'8,93,100,Sky Comedy,2007,Comedy,6.3,7,0.1
4284,Sabato,26,novembre,notte,beverly hills cop ii,100,110,Sky Comedy,1987,"Action,Comedy,Crime",6.5,10,0.1
4285,Venerdì,11,novembre,notte,n (io e napoleone),110,115,Sky Comedy,2006,Comedy,6.3,5,0.1
4286,Lunedì,7,novembre,notte,per amare ofelia,105,110,Sky Comedy,1974,Comedy,6.5,5,0.1
4287,Martedì,29,novembre,notte,thank you for smoking,92,100,Sky Comedy,2005,"Comedy,Drama",7.6,8,0.1
4288,Lunedì,14,novembre,notte,da grande,94,95,Sky Comedy,1987,"Comedy,Fantasy",6.4,1,0.1
4289,Martedì,1,novembre,notte,questo e quello,119,120,Sky Comedy,1983,Comedy,5.8,1,0.1
4290,Sabato,12,novembre,notte,billy madison,89,90,Sky Comedy,1995,Comedy,6.4,1,0.1
4291,Mercoledì,2,novembre,notte,billy madison,89,95,Sky Comedy,1995,Comedy,6.4,6,0.1
4292,Domenica,27,novembre,notte,io no spik inglish,93,95,Sky Comedy,1995,Comedy,4.7,2,0.1
4293,Venerdì,25,novembre,notte,beverly hills cop,105,105,Sky Comedy,1984,"Action,Comedy,Crime",7.3,0,0.1
4294,Martedì,22,novembre,notte,fracchia contro dracula,94,95,Sky Comedy,1985,"Comedy,Horror",5.9,1,0.1
4295,Sabato,19,novembre,notte,ma che colpa abbiamo noi,114,120,Sky Comedy,2003,Comedy,6.2,6,0.1
4296,Sabato,19,novembre,notte,il ras del quartiere,88,90,Sky Comedy,1983,Comedy,6.1,2,0.1
4297,Venerdì,11,novembre,sera,beverly hills cop iii,104,110,Sky Comedy,1994,"Action,Comedy,Crime",5.6,6,0.055
4298,Giovedì,10,novembre,sera,beverly hills cop ii,100,110,Sky Comedy,1987,"Action,Comedy,Crime",6.5,10,0.055
4299,Giovedì,24,novembre,sera,happy family,68,105,Sky Comedy,2004,Documentary,6.9,37,0.055
4300,Venerdì,25,novembre,sera,happy family,68,95,Sky Comedy,2004,Documentary,6.9,27,0.055
4301,Martedì,29,novembre,sera,n (io e napoleone),110,110,Sky Comedy,2006,Comedy,6.3,0,0.055
4302,Martedì,8,novembre,sera,tower heist,104,110,Sky Comedy,2011,"Action,Comedy,Crime",6.2,6,0.055
4303,Mercoledì,9,novembre,sera,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.055
4304,Mercoledì,2,novembre,sera,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.055
4305,Sabato,26,novembre,sera,the blues brothers,133,135,Sky Comedy,1980,"Action,Adventure,Comedy",7.9,2,0.055
4306,Mercoledì,9,novembre,sera,beverly hills cop,105,115,Sky Comedy,1984,"Action,Comedy,Crime",7.3,10,0.055
4307,Sabato,5,novembre,sera,american pie 2,108,110,Sky Comedy,2001,Comedy,6.4,2,0.055
4308,Sabato,26,novembre,sera,signori si nasce,95,105,Sky Comedy,1960,Comedy,7.1,10,0.055
4309,Lunedì,21,novembre,pomeriggio,il 7 e l'8,93,100,Sky Comedy,2007,Comedy,6.3,7,0.05
4310,Mercoledì,2,novembre,pomeriggio,welcome to collinwood,86,90,Sky Comedy,2002,"Comedy,Crime",6.4,4,0.05
4311,Sabato,26,novembre,pomeriggio,happy family,68,95,Sky Comedy,2004,Documentary,6.9,27,0.05
4312,Lunedì,7,novembre,pomeriggio,gli zitelloni,90,105,Sky Comedy,1958,Comedy,6.2,15,0.05
4313,Venerdì,4,novembre,pomeriggio,ed,94,100,Sky Comedy,1996,Comedy,2.7,6,0.05
4314,Mercoledì,9,novembre,pomeriggio,tower heist,104,110,Sky Comedy,2011,"Action,Comedy,Crime",6.2,6,0.05
4315,Martedì,1,novembre,pomeriggio,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.05
4316,Giovedì,10,novembre,pomeriggio,thank you for smoking,92,100,Sky Comedy,2005,"Comedy,Drama",7.6,8,0.05
4317,Lunedì,14,novembre,pomeriggio,da grande,94,95,Sky Comedy,1987,"Comedy,Fantasy",6.4,1,0.05
4318,Martedì,15,novembre,pomeriggio,fantozzi,108,110,Sky Comedy,1975,Comedy,7.9,2,0.05
4319,Venerdì,25,novembre,pomeriggio,un povero ricco,92,100,Sky Comedy,1983,"Comedy,Romance",6.1,8,0.05
4320,Martedì,29,novembre,pomeriggio,questo e quello,119,120,Sky Comedy,1983,Comedy,5.8,1,0.05
4321,Sabato,12,novembre,pomeriggio,billy madison,89,95,Sky Comedy,1995,Comedy,6.4,6,0.05
4322,Domenica,27,novembre,pomeriggio,47 morto che parla,84,90,Sky Comedy,1950,Comedy,7.0,6,0.05
4323,Venerdì,11,novembre,pomeriggio,fracchia contro dracula,94,100,Sky Comedy,1985,"Comedy,Horror",5.9,6,0.05
4324,Venerdì,11,novembre,pomeriggio,nero bifamiliare,90,100,Sky Comedy,2007,Comedy,5.3,10,0.05
4325,Mercoledì,30,novembre,mattina,n (io e napoleone),110,115,Sky Comedy,2006,Comedy,6.3,5,0.055
4326,Venerdì,11,novembre,mattina,n (io e napoleone),110,115,Sky Comedy,2006,Comedy,6.3,5,0.055
4327,Mercoledì,23,novembre,mattina,per amare ofelia,105,120,Sky Comedy,1974,Comedy,6.5,15,0.055
4328,Martedì,8,novembre,mattina,gli zitelloni,90,105,Sky Comedy,1958,Comedy,6.2,15,0.055
4329,Giovedì,10,novembre,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.055
4330,Giovedì,3,novembre,mattina,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.055
4331,Mercoledì,30,novembre,mattina,questo e quello,119,120,Sky Comedy,1983,Comedy,5.8,1,0.055
4332,Domenica,27,novembre,mattina,the blues brothers,133,135,Sky Comedy,1980,"Action,Adventure,Comedy",7.9,2,0.055
4333,Martedì,1,novembre,mattina,47 morto che parla,84,95,Sky Comedy,1950,Comedy,7.0,11,0.055
4334,Lunedì,14,novembre,mattina,io no spik inglish,93,100,Sky Comedy,1995,Comedy,4.7,7,0.055
4335,Mercoledì,30,novembre,mattina,fracchia contro dracula,94,95,Sky Comedy,1985,"Comedy,Horror",5.9,1,0.055
4336,Domenica,6,novembre,mattina,american pie 2,108,110,Sky Comedy,2001,Comedy,6.4,2,0.055
4337,Sabato,19,novembre,mattina,ma che colpa abbiamo noi,114,120,Sky Comedy,2003,Comedy,6.2,6,0.055
4338,Lunedì,7,novembre,mattina,il ras del quartiere,88,95,Sky Comedy,1983,Comedy,6.1,7,0.055
4339,Martedì,19,luglio,mattina,beverly hills cop iii,104,105,Sky Comedy,1994,"Action,Comedy,Crime",5.6,1,0.095
4340,Giovedì,14,luglio,mattina,il 7 e l'8,93,95,Sky Comedy,2007,Comedy,6.3,2,0.095
4341,Martedì,12,luglio,mattina,beverly hills cop ii,100,105,Sky Comedy,1987,"Action,Comedy,Crime",6.5,5,0.095
4342,Giovedì,21,luglio,mattina,tutti gli uomini del deficiente,109,115,Sky Comedy,1999,Comedy,5.8,6,0.095
4343,Sabato,2,luglio,mattina,ghostbusters ii,108,110,Sky Comedy,1989,"Action,Comedy,Fantasy",6.6,2,0.095
4344,Sabato,16,luglio,mattina,gli zitelloni,90,100,Sky Comedy,1958,Comedy,6.2,10,0.095
4345,Lunedì,18,luglio,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.095
4346,Domenica,17,luglio,mattina,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.095
4347,Domenica,24,luglio,mattina,thank you for smoking,92,95,Sky Comedy,2005,"Comedy,Drama",7.6,3,0.095
4348,Domenica,3,luglio,mattina,da grande,94,95,Sky Comedy,1987,"Comedy,Fantasy",6.4,1,0.095
4349,Martedì,5,luglio,mattina,questo e quello,119,120,Sky Comedy,1983,Comedy,5.8,1,0.095
4350,Martedì,5,luglio,mattina,beverly hills cop,105,110,Sky Comedy,1984,"Action,Comedy,Crime",7.3,5,0.095
4351,Mercoledì,20,luglio,mattina,signori si nasce,95,95,Sky Comedy,1960,Comedy,7.1,0,0.095
4352,Sabato,2,luglio,mattina,ma che colpa abbiamo noi,114,120,Sky Comedy,2003,Comedy,6.2,6,0.095
4353,Venerdì,1,luglio,mattina,ricomincio da tre,110,115,Sky Comedy,1981,Comedy,7.5,5,0.095
4354,Sabato,2,luglio,mattina,"casa mia, casa mia...",90,90,Sky Comedy,1988,Comedy,5.9,0,0.095
4355,Lunedì,18,luglio,sera,beverly hills cop iii,104,110,Sky Comedy,1994,"Action,Comedy,Crime",5.6,6,0.075
4356,Mercoledì,13,luglio,sera,il 7 e l'8,93,100,Sky Comedy,2007,Comedy,6.3,7,0.075
4357,Lunedì,11,luglio,sera,beverly hills cop ii,100,105,Sky Comedy,1987,"Action,Comedy,Crime",6.5,5,0.075
4358,Venerdì,1,luglio,sera,ghostbusters ii,108,110,Sky Comedy,1989,"Action,Comedy,Fantasy",6.6,2,0.075
4359,Venerdì,15,luglio,sera,gli zitelloni,90,110,Sky Comedy,1958,Comedy,6.2,20,0.075
4360,Domenica,17,luglio,sera,notte prima degli esami,100,105,Sky Comedy,2006,Comedy,6.3,5,0.075
4361,Sabato,16,luglio,sera,notte prima degli esami,100,110,Sky Comedy,2006,Comedy,6.3,10,0.075
4362,Venerdì,1,luglio,sera,the blues brothers,133,135,Sky Comedy,1980,"Action,Adventure,Comedy",7.9,2,0.075
4363,Venerdì,29,luglio,sera,il medico della mutua,98,105,Sky Comedy,1968,Comedy,7.1,7,0.075
4364,Domenica,3,luglio,sera,io no spik inglish,93,100,Sky Comedy,1995,Comedy,4.7,7,0.075
4365,Lunedì,4,luglio,sera,beverly hills cop,105,115,Sky Comedy,1984,"Action,Comedy,Crime",7.3,10,0.075
4366,Venerdì,8,luglio,sera,american pie 2,108,110,Sky Comedy,2001,Comedy,6.4,2,0.075
4367,Martedì,19,luglio,sera,signori si nasce,95,105,Sky Comedy,1960,Comedy,7.1,10,0.075
4368,Domenica,31,luglio,pomeriggio,beverly hills cop iii,104,110,Sky Comedy,1994,"Action,Comedy,Crime",5.6,6,0.09
4369,Domenica,31,luglio,pomeriggio,beverly hills cop ii,100,105,Sky Comedy,1987,"Action,Comedy,Crime",6.5,5,0.09
4370,Martedì,5,luglio,pomeriggio,happy family,68,95,Sky Comedy,2004,Documentary,6.9,27,0.09
4371,Martedì,26,luglio,pomeriggio,ghostbusters ii,108,110,Sky Comedy,1989,"Action,Comedy,Fantasy",6.6,2,0.09
4372,Venerdì,15,luglio,pomeriggio,tower heist,104,105,Sky Comedy,2011,"Action,Comedy,Crime",6.2,1,0.09
4373,Lunedì,4,luglio,pomeriggio,un povero ricco,92,95,Sky Comedy,1983,"Comedy,Romance",6.1,3,0.09
4374,Sabato,2,luglio,pomeriggio,the blues brothers,133,135,Sky Comedy,1980,"Action,Adventure,Comedy",7.9,2,0.09
4375,Venerdì,22,luglio,pomeriggio,io no spik inglish,93,100,Sky Comedy,1995,Comedy,4.7,7,0.09
4376,Domenica,31,luglio,pomeriggio,beverly hills cop,105,105,Sky Comedy,1984,"Action,Comedy,Crime",7.3,0,0.09
4377,Domenica,3,luglio,pomeriggio,fracchia contro dracula,94,95,Sky Comedy,1985,"Comedy,Horror",5.9,1,0.09
4378,Venerdì,1,luglio,notte,welcome to collinwood,86,95,Sky Comedy,2002,"Comedy,Crime",6.4,9,0.11
4379,Mercoledì,20,luglio,notte,tutti gli uomini del deficiente,109,115,Sky Comedy,1999,Comedy,5.8,6,0.11
4380,Lunedì,11,luglio,notte,superfantagenio,96,100,Sky Comedy,1986,"Comedy,Adventure,Fantasy",5.4,4,0.11
4381,Giovedì,14,luglio,notte,per amare ofelia,105,115,Sky Comedy,1974,Comedy,6.5,10,0.11
4382,Mercoledì,27,luglio,notte,ed,94,95,Sky Comedy,1996,Comedy,2.7,1,0.11
4383,Domenica,24,luglio,notte,thank you for smoking,92,95,Sky Comedy,2005,"Comedy,Drama",7.6,3,0.11
4384,Lunedì,4,luglio,notte,brevi amori a palma di majorca,98,105,Sky Comedy,1959,Comedy,5.4,7,0.11
4385,Sabato,16,luglio,notte,the blues brothers,133,135,Sky Comedy,1980,"Action,Adventure,Comedy",7.9,2,0.11
4386,Venerdì,15,luglio,notte,due notti con cleopatra,78,85,Sky Comedy,1954,Comedy,4.9,7,0.11
4387,Lunedì,4,luglio,notte,billy madison,89,95,Sky Comedy,1995,Comedy,6.4,6,0.11
4388,Giovedì,14,luglio,notte,scary movie 3,84,85,Sky Comedy,2003,Comedy,5.5,1,0.11
4389,Domenica,31,luglio,notte,47 morto che parla,84,95,Sky Comedy,1950,Comedy,7.0,11,0.11
4390,Sabato,2,luglio,notte,io no spik inglish,93,100,Sky Comedy,1995,Comedy,4.7,7,0.11
4391,Sabato,30,luglio,notte,fracchia contro dracula,94,95,Sky Comedy,1985,"Comedy,Horror",5.9,1,0.11
