,day,day_number,month,daytime,title,duration,duration_with_advertising,channel,year,genres,rating,advertising,sharing
1038,Martedì,8,febbraio,pomeriggio,south kensington,112,144,Cine34,2001,"Comedy,Romance",4.7,32,0.6799999999999999
1039,Sabato,19,febbraio,pomeriggio,south kensington,112,143,Cine34,2001,"Comedy,Romance",4.7,31,0.6799999999999999
1040,Venerdì,18,febbraio,pomeriggio,south kensington,112,134,Cine34,2001,"Comedy,Romance",4.7,22,0.6799999999999999
1041,Mercoledì,16,febbraio,pomeriggio,gallo cedrone,93,123,Cine34,1998,Comedy,5.5,30,0.6799999999999999
1042,Lunedì,28,febbraio,pomeriggio,noi uomini duri,90,125,Cine34,1987,Comedy,5.9,35,0.6799999999999999
1043,Lunedì,7,febbraio,pomeriggio,"oh, serafina!",100,112,Cine34,1976,"Comedy,Romance",6.4,12,0.6799999999999999
1044,Sabato,5,febbraio,pomeriggio,gole ruggenti,98,119,Cine34,1992,Comedy,5.6,21,0.6799999999999999
1045,Sabato,26,febbraio,pomeriggio,fantozzi va in pensione,102,120,Cine34,1988,Comedy,6.1,18,0.6799999999999999
1046,Domenica,20,febbraio,pomeriggio,fantozzi va in pensione,102,121,Cine34,1988,Comedy,6.1,19,0.6799999999999999
1047,Sabato,19,febbraio,pomeriggio,fantozzi va in pensione,102,121,Cine34,1988,Comedy,6.1,19,0.6799999999999999
1048,Giovedì,3,febbraio,pomeriggio,carabinieri si nasce,91,94,Cine34,1985,Comedy,2.5,3,0.6799999999999999
1049,Giovedì,24,febbraio,pomeriggio,il commissario lo gatto,91,120,Cine34,1986,Comedy,6.2,29,0.6799999999999999
1050,Domenica,13,febbraio,pomeriggio,callas forever,108,139,Cine34,2002,Drama,6.4,31,0.6799999999999999
1051,Sabato,26,febbraio,pomeriggio,il ritorno del monnezza,93,112,Cine34,2005,Comedy,3.7,19,0.6799999999999999
1052,Mercoledì,23,febbraio,pomeriggio,c'era un cinese in coma,108,139,Cine34,2000,Comedy,5.7,31,0.6799999999999999
1053,Lunedì,14,febbraio,pomeriggio,mi faccio la barca,104,126,Cine34,1980,Comedy,5.2,22,0.6799999999999999
1054,Mercoledì,9,febbraio,pomeriggio,borotalco,107,133,Cine34,1982,Comedy,6.9,26,0.6799999999999999
1055,Martedì,1,febbraio,pomeriggio,streghe verso nord,110,121,Cine34,2001,"Comedy,Fantasy",4.7,11,0.6799999999999999
1056,Martedì,15,febbraio,pomeriggio,la cura del gorilla,104,126,Cine34,2006,"Comedy,Thriller,Crime",6.3,22,0.6799999999999999
1057,Mercoledì,2,febbraio,pomeriggio,satiricosissimo,92,105,Cine34,1970,Comedy,5.3,13,0.6799999999999999
1058,Martedì,8,febbraio,pomeriggio,i due assi del guantone,97,122,Cine34,1971,Comedy,5.5,25,0.6799999999999999
1059,Mercoledì,2,febbraio,pomeriggio,i due assi del guantone,97,116,Cine34,1971,Comedy,5.5,19,0.6799999999999999
1060,Martedì,15,febbraio,pomeriggio,stefano quantestorie,92,111,Cine34,1993,"Comedy,Drama",7.0,19,0.6799999999999999
1061,Venerdì,18,febbraio,sera,la leggenda del pianista sull'oceano,169,200,Cine34,1998,"Romance,Drama",8.1,31,0.76
1062,Lunedì,28,febbraio,sera,saturno contro,110,137,Cine34,2007,"Romance,Drama",6.7,27,0.76
1063,Domenica,13,febbraio,sera,la casa stregata,95,117,Cine34,1982,Comedy,6.2,22,0.76
1064,Domenica,6,febbraio,sera,la casa stregata,95,113,Cine34,1982,Comedy,6.2,18,0.76
1065,Lunedì,7,febbraio,sera,la casa stregata,95,112,Cine34,1982,Comedy,6.2,17,0.76
1066,Venerdì,11,febbraio,sera,bagnomaria,90,113,Cine34,1999,Comedy,4.7,23,0.76
1067,Mercoledì,23,febbraio,sera,teste di cocco,95,111,Cine34,2000,Comedy,4.4,16,0.76
1068,Mercoledì,23,febbraio,sera,vacanze in america,89,109,Cine34,1984,Comedy,5.7,20,0.76
1069,Mercoledì,16,febbraio,sera,come tu mi vuoi,107,132,Cine34,2007,Comedy,5.0,25,0.76
1070,Domenica,20,febbraio,sera,caino e caino,102,112,Cine34,1993,"Comedy,Drama",5.5,10,0.76
1071,Sabato,5,febbraio,sera,sella d'argento,98,107,Cine34,1978,"Action,Western",6.2,9,0.76
1072,Giovedì,24,febbraio,sera,sessomatto,115,135,Cine34,1973,Comedy,6.1,20,0.76
1073,Lunedì,28,febbraio,sera,piedipiatti,92,120,Cine34,1991,"Comedy,Crime",5.6,28,0.76
1074,Mercoledì,16,febbraio,sera,facciamo fiesta,96,112,Cine34,1997,Comedy,5.3,16,0.76
1075,Martedì,22,febbraio,sera,stasera a casa di alice,123,137,Cine34,1990,Comedy,5.8,14,0.76
1076,Martedì,15,febbraio,sera,stasera a casa di alice,123,137,Cine34,1990,Comedy,5.8,14,0.76
1077,Domenica,6,febbraio,sera,i due carabinieri,120,157,Cine34,1984,Comedy,6.0,37,0.76
1078,Martedì,1,febbraio,sera,la liceale nella classe dei ripetenti,90,105,Cine34,1978,Comedy,5.1,15,0.76
1079,Domenica,6,febbraio,sera,le nuove comiche,102,116,Cine34,1994,Comedy,4.8,14,0.76
1080,Domenica,20,febbraio,sera,ricky & barabba,83,108,Cine34,1992,Comedy,5.6,25,0.76
1081,Lunedì,14,febbraio,sera,ricky & barabba,83,112,Cine34,1992,Comedy,5.6,29,0.76
1082,Domenica,13,febbraio,sera,ricky & barabba,83,102,Cine34,1992,Comedy,5.6,19,0.76
1083,Sabato,12,febbraio,sera,i giorni dell'ira,111,145,Cine34,1967,"Action,Western",7.1,34,0.76
1084,Sabato,19,febbraio,sera,i giorni dell'ira,111,127,Cine34,1967,"Action,Western",7.1,16,0.76
1085,Mercoledì,9,febbraio,sera,gallo cedrone,93,119,Cine34,1998,Comedy,5.5,26,0.76
1086,Martedì,15,febbraio,sera,gallo cedrone,93,108,Cine34,1998,Comedy,5.5,15,0.76
1087,Martedì,8,febbraio,sera,gallo cedrone,93,115,Cine34,1998,Comedy,5.5,22,0.76
1088,Lunedì,21,febbraio,sera,noi uomini duri,90,112,Cine34,1987,Comedy,5.9,22,0.76
1089,Domenica,20,febbraio,sera,noi uomini duri,90,120,Cine34,1987,Comedy,5.9,30,0.76
1090,Mercoledì,2,febbraio,sera,carabinieri si nasce,91,97,Cine34,1985,Comedy,2.5,6,0.76
1091,Mercoledì,23,febbraio,sera,il commissario lo gatto,91,113,Cine34,1986,Comedy,6.2,22,0.76
1092,Venerdì,25,febbraio,sera,il ritorno del monnezza,93,106,Cine34,2005,Comedy,3.7,13,0.76
1093,Giovedì,3,febbraio,sera,la ripetente fa l'occhietto al preside,98,104,Cine34,1980,Comedy,5.2,6,0.76
1094,Venerdì,4,febbraio,sera,la ripetente fa l'occhietto al preside,98,103,Cine34,1980,Comedy,5.2,5,0.76
1095,Martedì,8,febbraio,sera,tu la conosci claudia?,104,119,Cine34,2004,"Comedy,Romance",6.3,15,0.76
1096,Lunedì,7,febbraio,sera,tu la conosci claudia?,104,120,Cine34,2004,"Comedy,Romance",6.3,16,0.76
1097,Martedì,22,febbraio,sera,c'era un cinese in coma,108,121,Cine34,2000,Comedy,5.7,13,0.76
1098,Domenica,13,febbraio,sera,mi faccio la barca,104,124,Cine34,1980,Comedy,5.2,20,0.76
1099,Sabato,12,febbraio,sera,per pochi dollari ancora,96,109,Cine34,1966,Western,6.1,13,0.76
1100,Sabato,5,febbraio,sera,per pochi dollari ancora,96,115,Cine34,1966,Western,6.1,19,0.76
1101,Martedì,8,febbraio,sera,borotalco,107,120,Cine34,1982,Comedy,6.9,13,0.76
1102,Lunedì,7,febbraio,sera,passato prossimo,97,109,Cine34,2003,Comedy,6.4,12,0.76
1103,Venerdì,11,febbraio,sera,il camorrista,171,203,Cine34,1986,"Crime,Drama",7.2,32,0.76
1104,Lunedì,14,febbraio,sera,la cura del gorilla,104,129,Cine34,2006,"Comedy,Thriller,Crime",6.3,25,0.76
1105,Giovedì,17,febbraio,sera,solamente nero,109,121,Cine34,1978,Thriller,6.4,12,0.76
1106,Martedì,1,febbraio,sera,satiricosissimo,92,98,Cine34,1970,Comedy,5.3,6,0.76
1107,Martedì,1,febbraio,sera,i due assi del guantone,97,107,Cine34,1971,Comedy,5.5,10,0.76
1108,Giovedì,10,febbraio,sera,il gatto dagli occhi di giada,96,115,Cine34,1977,"Thriller,Horror",6.0,19,0.76
1109,Lunedì,28,febbraio,notte,ferie d'agosto,106,106,Cine34,1996,"Comedy,Drama",6.7,0,0.91
1110,Mercoledì,23,febbraio,notte,il pomicione,92,158,Cine34,1976,Comedy,8.2,66,0.91
1111,Mercoledì,23,febbraio,notte,facciamo fiesta,96,98,Cine34,1997,Comedy,5.3,2,0.91
1112,Venerdì,18,febbraio,notte,la liceale nella classe dei ripetenti,90,90,Cine34,1978,Comedy,5.1,0,0.91
1113,Lunedì,7,febbraio,notte,south kensington,112,112,Cine34,2001,"Comedy,Romance",4.7,0,0.91
1114,Mercoledì,9,febbraio,notte,e adesso sesso,90,91,Cine34,2001,Comedy,3.4,1,0.91
1115,Lunedì,21,febbraio,notte,vita smeralda,93,95,Cine34,2006,Comedy,2.4,2,0.91
1116,Venerdì,11,febbraio,notte,stanno tutti bene,118,131,Cine34,1990,Drama,7.7,13,0.91
1117,Martedì,22,febbraio,notte,a.a.a. achille,82,82,Cine34,2003,Comedy,6.3,0,0.91
1118,Venerdì,4,febbraio,notte,top sensation,86,88,Cine34,1969,Drama,5.5,2,0.91
1119,Sabato,26,febbraio,notte,disposta a tutto,94,100,Cine34,1977,"Romance,Drama",6.0,6,0.91
1120,Mercoledì,16,febbraio,notte,zorikan lo sterminatore,88,190,Cine34,1964,"Action,Adventure,Drama",5.2,102,0.91
1121,Domenica,13,febbraio,notte,quelli che contano,97,183,Cine34,1974,"Crime,Drama",6.4,86,0.91
1122,Domenica,20,febbraio,notte,nero veneziano,95,131,Cine34,1978,Horror,5.8,36,0.91
1123,Lunedì,21,novembre,mattina,la leggenda del pianista sull'oceano,169,170,Sky Due,1998,"Romance,Drama",8.1,1,0.05
1124,Domenica,13,novembre,mattina,changeling,141,145,Sky Due,2008,"Crime,Drama",7.7,4,0.05
1125,Giovedì,24,novembre,mattina,gone baby gone,114,115,Sky Due,2007,"Crime,Drama",7.6,1,0.05
1126,Martedì,29,novembre,mattina,forrest gump,142,145,Sky Due,1994,"Romance,Drama",8.8,3,0.05
1127,Sabato,12,novembre,mattina,per un pugno di dollari,99,110,Sky Due,1964,"Action,Western,Drama",8.0,11,0.05
1128,Domenica,20,novembre,mattina,the danish girl,119,120,Sky Due,2015,"Romance,Drama",7.1,1,0.05
1129,Domenica,20,novembre,mattina,patch adams,115,115,Sky Due,1998,"Comedy,Drama",6.8,0,0.05
1130,Giovedì,3,novembre,mattina,flags of our fathers,135,135,Sky Due,2006,"Action,Adventure,Drama",7.1,0,0.05
1131,Martedì,1,novembre,mattina,apocalypto,139,140,Sky Due,2006,"Action,Adventure,Drama",7.8,1,0.05
1132,Martedì,15,novembre,mattina,by the sea,95,125,Sky Due,2002,"Comedy,Romance",5.4,30,0.05
1133,Lunedì,14,novembre,mattina,le fate ignoranti,106,115,Sky Due,2001,"Romance,Drama",7.3,9,0.05
1134,Domenica,13,novembre,notte,la leggenda del pianista sull'oceano,169,170,Sky Due,1998,"Romance,Drama",8.1,1,0.09
1135,Lunedì,21,novembre,notte,the departed,151,155,Sky Due,2006,"Thriller,Crime,Drama",8.5,4,0.09
1136,Martedì,8,novembre,notte,ted bundy,99,105,Sky Due,2002,"Crime,Drama",5.8,6,0.09
1137,Mercoledì,9,novembre,notte,dark night,90,90,Sky Due,2006,Horror,6.1,0,0.09
1138,Lunedì,21,novembre,notte,"buongiorno, notte",106,110,Sky Due,2003,Drama,7.1,4,0.09
1139,Martedì,22,novembre,notte,apocalypto,139,140,Sky Due,2006,"Action,Adventure,Drama",7.8,1,0.09
1140,Mercoledì,23,novembre,notte,white oleander,109,110,Sky Due,2002,Drama,7.1,1,0.09
1141,Giovedì,17,novembre,notte,room,75,120,Sky Due,2005,Drama,4.4,45,0.09
1142,Lunedì,14,novembre,pomeriggio,la padrina,95,110,Sky Due,1973,Crime,6.0,15,0.05
1143,Domenica,20,novembre,pomeriggio,erin brockovich,131,135,Sky Due,2000,Drama,7.4,4,0.05
1144,Sabato,19,novembre,pomeriggio,munich,164,165,Sky Due,2005,"Action,Drama",7.5,1,0.05
1145,Giovedì,10,novembre,pomeriggio,burn after reading,96,105,Sky Due,2008,"Comedy,Crime,Drama",7.0,9,0.05
1146,Sabato,12,novembre,pomeriggio,forrest gump,142,145,Sky Due,1994,"Romance,Drama",8.8,3,0.05
1147,Mercoledì,30,novembre,pomeriggio,per un pugno di dollari,99,105,Sky Due,1964,"Action,Western,Drama",8.0,6,0.05
1148,Mercoledì,30,novembre,pomeriggio,the danish girl,119,120,Sky Due,2015,"Romance,Drama",7.1,1,0.05
1149,Lunedì,21,novembre,pomeriggio,the danish girl,119,120,Sky Due,2015,"Romance,Drama",7.1,1,0.05
1150,Domenica,6,novembre,pomeriggio,a bigger splash,106,130,Sky Due,1973,"Documentary,Drama",5.6,24,0.05
1151,Sabato,5,novembre,pomeriggio,the wife,101,105,Sky Due,1995,"Comedy,Drama",6.7,4,0.05
1152,Mercoledì,2,novembre,pomeriggio,apocalypto,139,140,Sky Due,2006,"Action,Adventure,Drama",7.8,1,0.05
1153,Lunedì,7,novembre,pomeriggio,white oleander,109,115,Sky Due,2002,Drama,7.1,6,0.05
1154,Lunedì,28,novembre,pomeriggio,american beauty,122,125,Sky Due,1999,Drama,8.3,3,0.05
1155,Mercoledì,16,novembre,pomeriggio,by the sea,95,130,Sky Due,2002,"Comedy,Romance",5.4,35,0.05
1156,Lunedì,7,novembre,pomeriggio,dallas buyers club,117,120,Sky Due,2013,Drama,8.0,3,0.05
1157,Martedì,29,novembre,pomeriggio,room,75,120,Sky Due,2005,Drama,4.4,45,0.05
1158,Sabato,19,novembre,pomeriggio,room,75,120,Sky Due,2005,Drama,4.4,45,0.05
1159,Martedì,15,novembre,pomeriggio,le fate ignoranti,106,115,Sky Due,2001,"Romance,Drama",7.3,9,0.05
1160,Domenica,6,novembre,sera,saturno contro,110,120,Sky Due,2007,"Romance,Drama",6.7,10,0.055
1161,Sabato,5,novembre,sera,gone baby gone,114,120,Sky Due,2007,"Crime,Drama",7.6,6,0.055
1162,Giovedì,17,novembre,sera,the departed,151,155,Sky Due,2006,"Thriller,Crime,Drama",8.5,4,0.055
1163,Venerdì,11,novembre,sera,cuore sacro,120,120,Sky Due,2005,Drama,6.4,0,0.055
1164,Domenica,20,novembre,sera,the danish girl,119,120,Sky Due,2015,"Romance,Drama",7.1,1,0.055
1165,Lunedì,21,novembre,sera,a bigger splash,106,125,Sky Due,1973,"Documentary,Drama",5.6,19,0.055
1166,Venerdì,11,novembre,sera,apocalypto,139,140,Sky Due,2006,"Action,Adventure,Drama",7.8,1,0.055
1167,Martedì,1,novembre,sera,apocalypto,139,140,Sky Due,2006,"Action,Adventure,Drama",7.8,1,0.055
1168,Sabato,12,novembre,sera,donnie brasco,127,135,Sky Due,1997,"Crime,Drama",7.7,8,0.055
1169,Sabato,26,novembre,sera,donnie brasco,127,130,Sky Due,1997,"Crime,Drama",7.7,3,0.055
1170,Domenica,27,novembre,sera,by the sea,95,130,Sky Due,2002,"Comedy,Romance",5.4,35,0.055
1171,Martedì,15,novembre,sera,by the sea,95,125,Sky Due,2002,"Comedy,Romance",5.4,30,0.055
1172,Venerdì,18,novembre,sera,room,75,120,Sky Due,2005,Drama,4.4,45,0.055
1173,Lunedì,14,novembre,sera,le fate ignoranti,106,115,Sky Due,2001,"Romance,Drama",7.3,9,0.055
1174,Sabato,19,novembre,sera,le fate ignoranti,106,110,Sky Due,2001,"Romance,Drama",7.3,4,0.055
1175,Venerdì,22,luglio,mattina,8mm,123,125,Sky Suspense,1999,"Crime,Drama",6.5,2,0.045
1176,Lunedì,18,luglio,mattina,1408,104,105,Sky Suspense,2007,"Fantasy,Horror",6.8,1,0.045
1177,Domenica,3,luglio,mattina,donnie darko,113,120,Sky Suspense,2001,"Sci-Fi,Drama",8.0,7,0.045
1178,Domenica,10,luglio,mattina,breach,110,115,Sky Suspense,2007,"Crime,Drama",7.0,5,0.045
1179,Mercoledì,6,luglio,mattina,gremlins,106,115,Sky Suspense,1984,"Comedy,Fantasy,Horror",7.3,9,0.045
1180,Giovedì,28,luglio,mattina,the mothman prophecies,119,120,Sky Suspense,2002,"Drama,Horror",6.4,1,0.045
1181,Sabato,2,luglio,mattina,the unsaid,111,115,Sky Suspense,2001,"Crime,Drama",6.7,4,0.045
1182,Giovedì,28,luglio,mattina,ca$h,100,105,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,5,0.045
1183,Mercoledì,20,luglio,mattina,half light,110,115,Sky Suspense,2006,"Drama,Horror",6.0,5,0.045
1184,Sabato,30,luglio,mattina,the captive,50,115,Sky Suspense,1915,"Romance,Drama",6.4,65,0.045
1185,Martedì,19,luglio,mattina,the captive,50,115,Sky Suspense,1915,"Romance,Drama",6.4,65,0.045
1186,Sabato,23,luglio,mattina,mine,84,110,Sky Suspense,1982,Drama,6.9,26,0.045
1187,Sabato,30,luglio,mattina,profumo,98,150,Sky Suspense,1987,"Thriller,Drama",4.7,52,0.045
1188,Venerdì,8,luglio,mattina,black butterfly,90,100,Sky Suspense,1989,"Action,Thriller",4.4,10,0.045
1189,Sabato,16,luglio,mattina,cop land,105,105,Sky Suspense,1997,"Thriller,Crime,Drama",6.9,0,0.045
1190,Venerdì,22,luglio,mattina,dellamorte dellamore,105,105,Sky Suspense,1994,"Comedy,Horror",7.2,0,0.045
1191,Martedì,19,luglio,mattina,wolfman,102,110,Sky Suspense,1979,Horror,2.8,8,0.045
1192,Venerdì,22,luglio,sera,8mm,123,125,Sky Suspense,1999,"Crime,Drama",6.5,2,0.07
1193,Venerdì,8,luglio,sera,diabolik,105,140,Sky Suspense,1968,"Action,Comedy,Crime",6.5,35,0.07
1194,Lunedì,25,luglio,sera,interstellar,169,170,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,1,0.07
1195,Sabato,23,luglio,sera,breach,110,115,Sky Suspense,2007,"Crime,Drama",7.0,5,0.07
1196,Giovedì,21,luglio,sera,night hunter,86,105,Sky Suspense,1996,"Action,Drama,Horror",4.2,19,0.07
1197,Sabato,16,luglio,sera,it,72,170,Sky Suspense,1927,"Comedy,Romance",7.3,98,0.07
1198,Domenica,31,luglio,sera,cop land,105,110,Sky Suspense,1997,"Thriller,Crime,Drama",6.9,5,0.07
1199,Sabato,9,luglio,sera,dellamorte dellamore,105,105,Sky Suspense,1994,"Comedy,Horror",7.2,0,0.07
1200,Sabato,2,luglio,sera,wolfman,102,110,Sky Suspense,1979,Horror,2.8,8,0.07
1201,Sabato,30,luglio,sera,wolfman,102,105,Sky Suspense,1979,Horror,2.8,3,0.07
1202,Giovedì,14,luglio,sera,doctor sleep,108,150,Sky Suspense,2002,"Crime,Horror",6.1,42,0.07
1203,Sabato,23,luglio,pomeriggio,8mm,123,125,Sky Suspense,1999,"Crime,Drama",6.5,2,0.06
1204,Mercoledì,13,luglio,pomeriggio,donnie darko,113,115,Sky Suspense,2001,"Sci-Fi,Drama",8.0,2,0.06
1205,Giovedì,14,luglio,pomeriggio,frantic,120,125,Sky Suspense,1988,"Crime,Drama",6.9,5,0.06
1206,Domenica,31,luglio,pomeriggio,diabolik,105,140,Sky Suspense,1968,"Action,Comedy,Crime",6.5,35,0.06
1207,Sabato,30,luglio,pomeriggio,interstellar,169,175,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,6,0.06
1208,Martedì,19,luglio,pomeriggio,gremlins,106,110,Sky Suspense,1984,"Comedy,Fantasy,Horror",7.3,4,0.06
1209,Sabato,2,luglio,pomeriggio,the mothman prophecies,119,120,Sky Suspense,2002,"Drama,Horror",6.4,1,0.06
1210,Venerdì,22,luglio,pomeriggio,the unsaid,111,115,Sky Suspense,2001,"Crime,Drama",6.7,4,0.06
1211,Sabato,16,luglio,pomeriggio,ca$h,100,110,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,10,0.06
1212,Sabato,2,luglio,pomeriggio,half light,110,110,Sky Suspense,2006,"Drama,Horror",6.0,0,0.06
1213,Venerdì,22,luglio,pomeriggio,gone baby gone,114,115,Sky Suspense,2007,"Crime,Drama",7.6,1,0.06
1214,Sabato,23,luglio,pomeriggio,the interpreter,128,135,Sky Suspense,2005,"Thriller,Crime",6.4,7,0.06
1215,Lunedì,18,luglio,pomeriggio,the captive,50,120,Sky Suspense,1915,"Romance,Drama",6.4,70,0.06
1216,Lunedì,4,luglio,pomeriggio,mine,84,110,Sky Suspense,1982,Drama,6.9,26,0.06
1217,Mercoledì,6,luglio,pomeriggio,night hunter,86,105,Sky Suspense,1996,"Action,Drama,Horror",4.2,19,0.06
1218,Venerdì,8,luglio,pomeriggio,cadaveri eccellenti,120,125,Sky Suspense,1976,"Thriller,Crime",7.4,5,0.06
1219,Domenica,17,luglio,pomeriggio,profumo,98,150,Sky Suspense,1987,"Thriller,Drama",4.7,52,0.06
1220,Mercoledì,13,luglio,pomeriggio,airport '77,114,120,Sky Suspense,1977,"Action,Thriller,Drama",5.8,6,0.06
1221,Sabato,23,luglio,pomeriggio,black butterfly,90,100,Sky Suspense,1989,"Action,Thriller",4.4,10,0.06
1222,Domenica,3,luglio,pomeriggio,it,72,170,Sky Suspense,1927,"Comedy,Romance",7.3,98,0.06
1223,Venerdì,8,luglio,pomeriggio,cop land,105,110,Sky Suspense,1997,"Thriller,Crime,Drama",6.9,5,0.06
1224,Lunedì,11,luglio,pomeriggio,airport,137,140,Sky Suspense,1970,"Action,Thriller,Drama",6.6,3,0.06
1225,Sabato,16,luglio,pomeriggio,doctor sleep,108,150,Sky Suspense,2002,"Crime,Horror",6.1,42,0.06
1226,Martedì,26,luglio,notte,1408,104,105,Sky Suspense,2007,"Fantasy,Horror",6.8,1,0.11
1227,Giovedì,14,luglio,notte,frantic,120,120,Sky Suspense,1988,"Crime,Drama",6.9,0,0.11
1228,Giovedì,7,luglio,notte,diabolik,105,140,Sky Suspense,1968,"Action,Comedy,Crime",6.5,35,0.11
1229,Domenica,24,luglio,notte,interstellar,169,170,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,1,0.11
1230,Mercoledì,20,luglio,notte,the mothman prophecies,119,125,Sky Suspense,2002,"Drama,Horror",6.4,6,0.11
1231,Domenica,31,luglio,notte,the unsaid,111,115,Sky Suspense,2001,"Crime,Drama",6.7,4,0.11
1232,Lunedì,4,luglio,notte,ca$h,100,105,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,5,0.11
1233,Sabato,2,luglio,notte,half light,110,110,Sky Suspense,2006,"Drama,Horror",6.0,0,0.11
1234,Venerdì,22,luglio,notte,gone baby gone,114,115,Sky Suspense,2007,"Crime,Drama",7.6,1,0.11
1235,Giovedì,7,luglio,notte,the interpreter,128,130,Sky Suspense,2005,"Thriller,Crime",6.4,2,0.11
1236,Mercoledì,6,luglio,notte,night hunter,86,105,Sky Suspense,1996,"Action,Drama,Horror",4.2,19,0.11
1237,Sabato,23,luglio,notte,black butterfly,90,95,Sky Suspense,1989,"Action,Thriller",4.4,5,0.11
1238,Martedì,26,luglio,notte,it,72,165,Sky Suspense,1927,"Comedy,Romance",7.3,93,0.11
1239,Venerdì,1,luglio,notte,wolfman,102,105,Sky Suspense,1979,Horror,2.8,3,0.11
1240,Mercoledì,13,luglio,notte,doctor sleep,108,150,Sky Suspense,2002,"Crime,Horror",6.1,42,0.11
1241,Mercoledì,7,settembre,sera,8mm,123,130,Sky Suspense,1999,"Crime,Drama",6.5,7,0.06
1242,Martedì,13,settembre,sera,frantic,120,125,Sky Suspense,1988,"Crime,Drama",6.9,5,0.06
1243,Mercoledì,14,settembre,sera,diabolik,105,145,Sky Suspense,1968,"Action,Comedy,Crime",6.5,40,0.06
1244,Venerdì,23,settembre,sera,gremlins,106,110,Sky Suspense,1984,"Comedy,Fantasy,Horror",7.3,4,0.06
1245,Sabato,10,settembre,sera,the mothman prophecies,119,125,Sky Suspense,2002,"Drama,Horror",6.4,6,0.06
1246,Lunedì,12,settembre,sera,mine,84,110,Sky Suspense,1982,Drama,6.9,26,0.06
1247,Mercoledì,7,settembre,sera,night hunter,86,105,Sky Suspense,1996,"Action,Drama,Horror",4.2,19,0.06
1248,Martedì,6,settembre,sera,the jacket,103,110,Sky Suspense,2005,"Drama,Fantasy",7.1,7,0.06
1249,Domenica,11,settembre,sera,motherless brooklyn,144,150,Sky Suspense,2019,"Crime,Drama",6.8,6,0.06
1250,Lunedì,5,settembre,sera,cop land,105,110,Sky Suspense,1997,"Thriller,Crime,Drama",6.9,5,0.06
1251,Giovedì,1,settembre,sera,wolfman,102,110,Sky Suspense,1979,Horror,2.8,8,0.06
1252,Domenica,25,settembre,sera,44 inch chest,95,100,Sky Suspense,2009,"Crime,Drama",5.8,5,0.06
1253,Domenica,18,settembre,mattina,8mm,123,125,Sky Suspense,1999,"Crime,Drama",6.5,2,0.03
1254,Domenica,4,settembre,mattina,donnie darko,113,120,Sky Suspense,2001,"Sci-Fi,Drama",8.0,7,0.03
1255,Giovedì,1,settembre,mattina,frantic,120,120,Sky Suspense,1988,"Crime,Drama",6.9,0,0.03
1256,Giovedì,15,settembre,mattina,devil's knot,114,115,Sky Suspense,2013,"Crime,Drama",6.1,1,0.03
1257,Giovedì,22,settembre,mattina,chinatown,130,135,Sky Suspense,1974,"Thriller,Drama",8.1,5,0.03
1258,Venerdì,16,settembre,mattina,ca$h,100,105,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,5,0.03
1259,Martedì,13,settembre,mattina,gone baby gone,114,115,Sky Suspense,2007,"Crime,Drama",7.6,1,0.03
1260,Sabato,17,settembre,mattina,the interpreter,128,130,Sky Suspense,2005,"Thriller,Crime",6.4,2,0.03
1261,Mercoledì,14,settembre,mattina,armed response,86,100,Sky Suspense,1986,"Action,Thriller,Crime",5.1,14,0.03
1262,Giovedì,8,settembre,mattina,airport '77,114,120,Sky Suspense,1977,"Action,Thriller,Drama",5.8,6,0.03
1263,Venerdì,9,settembre,mattina,black butterfly,90,95,Sky Suspense,1989,"Action,Thriller",4.4,5,0.03
1264,Mercoledì,28,settembre,mattina,it,72,170,Sky Suspense,1927,"Comedy,Romance",7.3,98,0.03
1265,Giovedì,1,settembre,mattina,it,72,170,Sky Suspense,1927,"Comedy,Romance",7.3,98,0.03
1266,Lunedì,26,settembre,mattina,dellamorte dellamore,105,110,Sky Suspense,1994,"Comedy,Horror",7.2,5,0.03
1267,Venerdì,16,settembre,notte,donnie darko,113,115,Sky Suspense,2001,"Sci-Fi,Drama",8.0,2,0.09
1268,Venerdì,2,settembre,notte,devil's knot,114,115,Sky Suspense,2013,"Crime,Drama",6.1,1,0.09
1269,Mercoledì,21,settembre,notte,interstellar,169,170,Sky Suspense,2014,"Adventure,Sci-Fi,Drama",8.6,1,0.09
1270,Mercoledì,21,settembre,notte,breach,110,110,Sky Suspense,2007,"Crime,Drama",7.0,0,0.09
1271,Giovedì,22,settembre,notte,chinatown,130,130,Sky Suspense,1974,"Thriller,Drama",8.1,0,0.09
1272,Venerdì,16,settembre,notte,ca$h,100,105,Sky Suspense,2008,"Comedy,Thriller,Crime",6.0,5,0.09
1273,Lunedì,12,settembre,notte,the captive,50,115,Sky Suspense,1915,"Romance,Drama",6.4,65,0.09
1274,Martedì,27,settembre,notte,mine,84,110,Sky Suspense,1982,Drama,6.9,26,0.09
1275,Domenica,25,settembre,notte,night hunter,86,100,Sky Suspense,1996,"Action,Drama,Horror",4.2,14,0.09
